"","SRR19241977","SRR19241978","SRR19241979","SRR19241980","SRR19241981","SRR19241982","SRR19241983","SRR19241984"
"tRF-44-9NY5KK91M3WD8SS4I6",1,0,0,0,0,0,0,0
"tRF-44-9NY5KKM1M3WD8S74I6",15,0,12,2,0,2,2,1
"tRF-44-9NZ6V6Z3M8ZLSSXUH7",1,0,2,0,2,2,6,1
"tRF-44-9O9NF5W8E7OMJHHSFE",1,0,1,0,1,1,0,0
"tRF-44-9P9L8422YRI7XUK825",0,0,0,0,1,0,0,0
"tRF-44-B5BJ06EX2Z10I9BZ0W",0,1,0,0,0,0,0,1
"tRF-44-B6BF82Z4D7OOJ0QX1R",0,0,3,0,0,0,0,1
"tRF-44-BDHPIWOMXF026ZED13",0,3,1,2,1,0,0,0
"tRF-44-BDYBEZ03J076IRW9KF",2,2,0,0,2,1,0,0
"tRF-44-BF82Z4D7OOJ0QXL11Q",0,0,1,0,0,0,0,0
"tRF-44-BJ8FFDXXE6XRK4WOFR",0,0,0,0,0,0,0,1
"tRF-44-BJD5EUB4ZPEK45H512",7,3,1,1,1,2,0,2
"tRF-44-BL2HI3Z9HMI8W47WFD",1,2,3,5,1,4,5,5
"tRF-44-BNFENPNYRVU4727OER",5,1,5,0,0,2,4,2
"tRF-44-BP4MJYSZ11KBDZ94FR",0,1,0,0,0,0,0,0
"tRF-44-BQJE9UHY0DFKN5ORHO",0,0,0,0,0,2,0,0
"tRF-44-BU9NZ6V6Z3M8ZLSSJ8",31,75,27,45,75,70,83,98
"tRF-44-BZ0IV25Z2IUIX1Q7HV",27,100,24,74,192,154,177,155
"tRF-44-BZFQU1ZX1XDEU2O10U",0,0,0,0,0,0,0,1
"tRF-44-BZKEUI1ZXF0N2BD02V",0,1,0,2,1,1,0,3
"tRF-44-D5BU9NZ6V6Z3M8ZL2J",2,9,3,4,6,5,9,7
"tRF-44-D5EUB4ZPEK45H5KQ0R",0,0,1,0,0,3,0,0
"tRF-44-DBNIB9I1KQSX0DIJK5",12,25,23,12,16,13,12,11
"tRF-44-DFHFNBDWY2MJ8F811I",1,0,0,0,1,1,2,3
"tRF-44-DFZ2NLD7B2JK7PP9KQ",0,0,0,1,1,0,1,1
"tRF-44-DI2OOIQO4QPRJW4D0U",0,0,2,1,0,1,0,1
"tRF-44-DKNPNOYB7JXNXW83J7",1,3,4,2,1,2,2,2
"tRF-44-DXD4QUZV767UXP182E",0,0,0,0,0,0,1,0
"tRF-44-DXOMYJZ87ID890YBHW",45,30,64,31,23,31,23,28
"tRF-44-DY2EWBOJFZ2DN1RJKJ",0,2,0,0,2,0,2,0
"tRF-44-E7OMJHHS19BMW36DHJ",0,0,1,1,0,1,0,0
"tRF-44-E92NBX7ZOOJ9BBF3E2",0,2,0,1,0,1,0,0
"tRF-44-EERZYQHQ9M739P8WIL",6,3,7,2,4,4,7,7
"tRF-44-EVUIJVK697BOJ8N9J1",0,0,0,0,1,0,1,1
"tRF-44-EX2Z10I9BZBZOS4YE2",60,184,54,122,313,252,239,309
"tRF-44-EZ5P1OHE10NO0RNQK3",0,0,0,1,0,1,1,1
"tRF-44-EZSO1XDXVJUE3QHMK1",0,0,0,0,0,0,1,0
"tRF-44-EZU05OJIH6Z3NPPR06",0,0,1,0,0,1,1,2
"tRF-44-F78BP7JL1Y2LNOZ7I2",0,1,0,0,0,0,0,0
"tRF-44-F900BY4D84KRIMUFEI",0,0,1,0,0,0,0,0
"tRF-44-FBQ622EVUIJVK6970U",0,1,0,2,1,2,1,1
"tRF-44-FDXXE6XRK4WO2F9IK3",5,58,0,26,43,27,34,24
"tRF-44-FENPNYRVU4727OFIKQ",0,0,0,0,2,0,0,0
"tRF-44-FN7BWU2F5JYH0RYN2V",4,9,11,8,10,6,6,1
"tRF-44-FOU5XBINVDRI2Q2R1B",0,0,1,0,1,0,0,0
"tRF-44-FQ9D9OHXDD1KYK37KQ",1,0,0,0,1,0,0,2
"tRF-44-FX8Q9MYKK6BEZ8XOHJ",0,0,0,0,0,0,0,1
"tRF-44-FXWKKQ0ROB9Y7Q07JJ",0,1,0,0,0,0,0,0
"tRF-44-FZ93QO945NB2NZW7HV",0,0,0,0,3,0,3,2
"tRF-44-H57S3O2VO0SRMNLB14",0,0,0,0,0,0,0,1
"tRF-44-H6Z3NPPRBBZY7FER07",0,0,0,0,0,2,0,0
"tRF-44-HDFX8Q9MYKK6BEZ8JU",0,0,1,0,0,0,0,0
"tRF-44-HFEERZYQHQ9M739PJK",4,6,6,3,7,6,6,5
"tRF-44-HFNBDWY2MJ8F81KL0U",0,0,0,0,1,2,0,0
"tRF-44-HZFZ93QO945NB2NZJ5",0,0,1,0,0,0,1,0
"tRF-44-I34JRX6N38Z906R81K",1,0,0,0,0,0,0,0
"tRF-44-I3SERUPIN24YDRFUJK",0,0,0,0,0,1,0,0
"tRF-44-I3Z9HMI8W47W1R7HE6",37,14,36,16,9,11,7,14
"tRF-44-I89NJ4S2I7L7P5QKE9",0,0,0,0,0,1,0,0
"tRF-44-I8EWBMU00KRX67NZ2V",3,0,2,0,2,1,2,2
"tRF-44-IPD7VIZKXXI363U0EQ",0,0,1,0,3,1,0,0
"tRF-44-IPRVYJ9XEO7N987XFD",0,0,2,0,1,0,0,0
"tRF-44-IVBNL0DFQ9B1XSRIJ2",0,0,0,0,1,2,3,8
"tRF-44-IWOMXF026ZEDKZIX1J",1,45,6,28,59,53,40,40
"tRF-44-IZ6N4P64R9598LS7EV",0,1,0,1,0,0,0,1
"tRF-44-J0DPZOIPD7VIZKXXF4",2,0,7,1,0,1,0,1
"tRF-44-J811IK78NUB6QZRK25",1,0,0,0,0,0,0,0
"tRF-44-JD22PZ20K91O7VD5KF",0,0,0,0,0,1,0,0
"tRF-44-JE9UHY0DFKN5ORNQK1",0,0,2,0,0,1,0,0
"tRF-44-JIH6Z3NPPRBBZY7FE5",1,0,0,0,0,0,0,0
"tRF-44-JM8R90Q4R9OMKIWUFV",0,0,1,0,0,0,0,0
"tRF-44-JMRPFQJDZXHY13KK25",0,0,0,0,0,0,0,1
"tRF-44-JMRPFQRDWXHR13M825",0,0,0,0,0,0,1,0
"tRF-44-JMRPFQRDWXHR13M82Q",0,0,0,0,0,0,1,0
"tRF-44-JMW9RKM87SDR26N1E2",0,0,0,0,1,0,0,0
"tRF-44-JMW9RKM87SDR2SN1E2",2,0,5,0,1,0,0,1
"tRF-44-JN5XR4NPNNBX1WZ42E",26,6,23,11,5,3,3,3
"tRF-44-JYOYUE4BOPRN11WZK1",0,0,0,0,0,1,2,0
"tRF-44-JYRN8RQFR9OMN1OX1V",1,0,0,0,0,0,0,0
"tRF-44-JYXZX5Q4R9OMKM4W1V",2,0,3,0,0,0,0,0
"tRF-44-K34ZMKQ4R9OMK1QVFV",2,0,0,0,1,0,0,0
"tRF-44-K3JZL4Q4R9OMK1QVFV",0,0,1,0,0,0,0,0
"tRF-44-K3XN13QXQWUID4ZWIZ",0,0,1,0,0,0,0,0
"tRF-44-KB0MFN7BWU2F5JYHEJ",1,0,0,0,0,0,0,0
"tRF-44-KISBQONPJX0ZY0YBIE",0,0,1,0,0,0,0,0
"tRF-44-KN7IZFLWRNLEKQ3SJM",0,0,0,1,0,0,0,0
"tRF-44-L47Z8L8NRS9NS3341S",3,5,6,0,1,5,6,3
"tRF-44-L7P5QK11M3WE8SP6JU",0,0,1,0,0,0,0,0
"tRF-44-L7S5QKF1R38E8RO8IS",1,1,0,0,0,0,0,0
"tRF-44-L7S5QKF1R3WE8RO8IS",16,0,19,1,1,3,3,2
"tRF-44-L981PV6RRNLNK88KHR",0,0,1,0,1,2,0,0
"tRF-44-LPMBQ4NKKQBRFKWEI7",0,0,1,0,1,0,1,0
"tRF-44-LY7L73HQP0IRJ9ZHEJ",0,0,0,0,0,0,0,1
"tRF-44-N0X0JYOYUE4BOPRNE9",0,0,0,0,1,0,0,0
"tRF-44-N1EH6KK87SIRM1DVE2",0,1,0,0,0,0,0,0
"tRF-44-N3R718YKISQI45LS19",0,0,0,0,1,0,0,0
"tRF-44-NIB9I1KQSX0DIJZ7FV",3,13,10,8,22,29,24,17
"tRF-44-NMEH623K7SIR3DR2I2",0,0,0,0,0,1,0,0
"tRF-44-NPJX0ZY0YB5XF20OFV",0,0,0,0,0,0,0,1
"tRF-44-NPNYRVU4727OFIZ9JP",0,0,0,0,1,0,1,0
"tRF-44-NPPRBBZY7FERBLB3E2",0,1,0,0,0,1,0,0
"tRF-44-NSRV50SRRN2EK8E01J",0,0,1,0,0,0,0,0
"tRF-44-NW1YBL2HI3Z9HMI8JN",0,0,1,0,0,0,0,0
"tRF-44-NY8B7OIQ1IBM4LV72V",0,2,0,1,2,1,2,1
"tRF-44-NYH2SBUL6JYBKRYNJO",0,0,0,0,3,0,1,1
"tRF-44-O9XEKJ5R5N23489B15",0,0,1,0,0,0,0,0
"tRF-44-OB1690PQR39IXBKJKP",0,0,2,0,0,0,0,0
"tRF-44-OE0D58ZZJQJYSWRY2Z",16,5,13,2,0,1,2,3
"tRF-44-OJI8EWBMU00KRX67HQ",0,1,1,0,0,0,1,0
"tRF-44-OYUE4BOPRN11WZY1E2",0,5,1,0,3,3,3,8
"tRF-44-P2PSSELQBDYBEZ03FX",0,0,0,0,3,0,1,0
"tRF-44-P4R8YP9LON4VN1EHIS",0,0,2,1,0,0,0,0
"tRF-44-P6URLBINRXURYRSIE2",0,0,0,0,2,1,1,0
"tRF-44-PN6ISBWOFFR3VJ4ZKO",0,1,0,0,1,0,0,1
"tRF-44-PNR8YP9LON4V4REHIS",2,1,1,0,0,3,0,0
"tRF-44-PNR8YP9LON4VN1EHIS",9,6,8,5,5,3,3,2
"tRF-44-PSQP4PW3FJIKE7UM1H",0,0,0,1,0,0,0,0
"tRF-44-PSQP4PW3FJIKE7UMJH",0,0,0,0,0,1,0,0
"tRF-44-PY8HM2OSRN2NKSEKH9",0,0,4,0,0,1,2,0
"tRF-44-PY8HM2OSRNLNKSEKH9",12,1,15,0,0,5,3,3
"tRF-44-Q1Q89P9L8422YRI7J8",1,0,0,0,0,0,0,0
"tRF-44-Q622EVUIJVK697BO10",1,0,0,1,0,0,0,0
"tRF-44-Q72S3HPSR95933JK0V",0,1,0,0,1,1,0,0
"tRF-44-Q99P9P9NH57S362VH6",0,0,3,0,0,2,0,1
"tRF-44-QI45LSM1M3WE8SSPI6",2,1,0,0,0,0,1,0
"tRF-44-QNR8VP94FQFY392JFE",2,2,0,0,1,1,1,0
"tRF-44-QNR8VP9LFQFY392JFE",0,0,1,0,0,0,0,0
"tRF-44-QNR8VP9NFQFY392JFE",0,1,4,0,0,0,0,1
"tRF-44-QP4PW3FJIKE7UMKK2K",1,0,0,0,0,0,0,0
"tRF-44-QQKNR7VJKOBNZ3PDJ2",0,0,0,0,0,0,1,0
"tRF-44-QQMJKLKSBE78YLKZ1K",0,0,0,0,0,0,1,0
"tRF-44-QZR44ER81XDDZZ4YE2",0,7,0,7,2,2,4,5
"tRF-44-R9J89O9NF5W8E7OMF9",2,0,0,0,1,0,0,0
"tRF-44-RWD8YJE76INB8PLM1S",1,0,0,0,0,0,0,0
"tRF-44-RZYQHQ9M739P8WQ0EB",545,106,683,336,63,100,71,83
"tRF-44-S79PVOEOU5JMZLBSHX",0,0,1,0,0,0,0,0
"tRF-44-S998LOW3VHM96YYD16",0,0,1,0,0,0,0,0
"tRF-44-S998LOW3VHM96YYDJ6",0,0,1,0,0,0,0,0
"tRF-44-S9ME6KM87SDR2ZNDE2",0,1,0,0,0,0,0,0
"tRF-44-SERXPIN24YDRFU8U25",0,0,2,0,0,0,0,0
"tRF-44-SL735L8RPY8HM2OSIZ",0,0,0,0,2,0,0,0
"tRF-44-SL73VL8RPY8HM2OSIZ",0,0,0,0,0,1,0,0
"tRF-44-U1BDHPIWOMXF026ZEL",0,0,1,0,0,0,0,0
"tRF-44-U736DFHFNBDWY2MJJ1",0,0,0,0,1,1,0,0
"tRF-44-UE15MXE92NBX7ZOO1E",0,0,0,0,0,0,1,0
"tRF-44-UEVBWXQZR44ER81X0X",0,1,4,0,0,0,0,0
"tRF-44-UF202RBZ0IV25Z2I2R",0,0,1,0,0,0,0,0
"tRF-44-UFQQKNR7VJKOBNZ3IF",0,0,1,0,0,0,0,0
"tRF-44-UOL47Z8L8NRS9NS31N",5,3,5,3,2,4,3,0
"tRF-44-V29K9UV36562IZ6NH2",2,0,1,0,0,0,0,0
"tRF-44-V36562IZ6N4P64R9IE",1,0,0,0,0,0,0,0
"tRF-44-VBWXQZR44ER81XDDKQ",0,1,0,0,1,0,1,2
"tRF-44-VEX0K3XN13QXQWUI0Z",0,0,2,0,1,0,0,1
"tRF-44-VIJMRPFQJDZXHY131H",0,1,0,0,0,0,0,0
"tRF-44-VIZKXXI363U0EZY9JR",0,1,0,1,1,2,0,1
"tRF-44-VOEOU5JMZLBS5EOB1Q",0,0,1,0,0,0,0,0
"tRF-44-VP941QKS3W2VR0082E",1,0,1,0,0,0,1,0
"tRF-44-WKKQ0ROB9Y7Q078S2W",0,0,1,0,0,0,0,0
"tRF-44-WLBSDE287SBRMR71J2",0,0,1,0,0,0,0,0
"tRF-44-WLBSDEL87SBRMR71J2",0,0,1,0,0,0,0,0
"tRF-44-WLV47PU9XW983FPDHK",0,0,0,0,0,1,0,0
"tRF-44-WP9N1EWJQ72S3HPS2E",0,0,0,0,1,0,0,0
"tRF-44-WXH913M87SFR2W9JI2",0,1,0,0,0,0,0,0
"tRF-44-WYVNOE0D58ZZJQJY2K",0,0,1,0,0,0,0,1
"tRF-44-X0JYOYUE4BOPRN11JQ",0,0,0,1,0,0,0,1
"tRF-44-X3OJI8EWBMU00KRXIV",0,4,1,2,3,2,1,5
"tRF-44-XL5LDOV2QXBR3XZ7E2",0,0,0,0,1,0,0,0
"tRF-44-XXE6XRK4WO2F9IY9E2",6,79,4,56,93,88,64,79
"tRF-44-Y0YB5XF20O27NXJ4E2",0,1,0,1,2,1,2,5
"tRF-44-Y2HZFZ93QO945NB2HQ",1,3,2,0,1,3,0,1
"tRF-44-YDY6IO43ZU2FYOB0FB",0,0,0,0,0,2,0,0
"tRF-44-YFLPD3387SFRJ4O1E2",0,0,0,0,0,1,0,0
"tRF-44-YJ9XEO7N987X1RJY23",0,0,1,2,0,0,0,0
"tRF-44-YJIO3ZU3U0IO5BKDE3",0,0,0,1,0,0,0,0
"tRF-44-YJZ87ID890YBOZZ7HL",1,0,0,1,0,0,0,0
"tRF-44-YRI7XUK87SIRMJ6VE2",0,0,0,0,0,2,0,0
"tRF-44-YZS3XBUOL47Z8L8N2D",1,0,0,0,0,0,0,0
"tRF-44-Z3R918VBY9PYKHM2IV",1,0,0,0,0,1,1,1
"tRF-44-Z4D7OOJ0QXL13XZ512",9,59,12,41,102,98,58,94
"tRF-44-Z90668K87SERM492E2",1,0,1,2,0,2,1,0
"tRF-44-Z9HMI8W47W1R7HFEE2",7,158,7,94,159,139,153,176
"tRF-44-ZBHFEERZYQHQ9M73KB",0,0,2,0,0,0,0,0
"tRF-44-ZO7OFND0B601WZ03HV",0,0,0,1,0,1,0,4
"tRF-44-ZOKB0MFN7BWU2F5JK1",0,0,1,0,0,0,0,0
"tRF-44-ZW20YBYL6XDRVQHZE2",0,1,0,0,3,0,3,2
"tRF-44-ZX1XDEU2O1B54ZUPJR",0,0,0,1,0,0,0,0
"tRF-44-ZY598K587SI7JP8XI2",0,0,0,0,0,0,0,1
"tRF-44-ZZJQJYSWRYVMMV5B2V",4,4,8,2,9,8,11,10
"tRF-45-00BY4D84KRIMUF04QZ",2,10,8,8,7,3,8,3
"tRF-45-02OL7XDXOMYJZ87ID8",0,0,1,0,0,0,0,0
"tRF-45-04SXQ3V2Y7RZ81JJ6R",0,0,0,1,0,0,0,0
"tRF-45-0BP12IU5YKFN8DYDZD",0,0,0,0,0,0,1,1
"tRF-45-0D58ZZJQJYSWRYVMMV",7,2,9,3,4,6,3,8
"tRF-45-0OBQJE9UHY0DFKN5OR",0,0,1,0,0,2,1,2
"tRF-45-1UFQ9D9OHXDD1KYK37",0,0,2,3,3,1,4,2
"tRF-45-1YBL2HI3Z9HMI8W47W",9,2,4,0,0,0,0,0
"tRF-45-1YIPRVYJ9XEO7N987X",7,2,12,4,0,1,2,3
"tRF-45-1ZB6BF82Z4D7OOJ0QX",0,0,7,0,1,0,0,0
"tRF-45-202L2YBE7XO8Q6J6K6",0,3,0,2,1,3,2,2
"tRF-45-202RBZ0IV25Z2IUIX1",0,2,0,0,1,1,2,1
"tRF-45-22EVUIJVK697BOJ8N9",6,19,5,9,14,13,6,5
"tRF-45-22PZ20K91O7VD5YEYY",0,0,0,0,2,0,0,0
"tRF-45-2BJ65YXENDBP1IUUK7",0,0,0,0,0,1,0,0
"tRF-45-2HI3Z9HMI8W47W1R7H",9,16,6,12,26,26,20,32
"tRF-45-2IU5YKFN8DYDZDL9X1",13,25,9,30,44,37,45,47
"tRF-45-2L2YBE7XO8Q6J6K6UD",0,1,0,0,0,0,0,2
"tRF-45-2OOIQO4QPRJW4DBQ6Z",1,1,0,2,3,1,1,4
"tRF-45-2YU04DYJIO3ZU3U0IO",2,0,1,3,1,2,0,1
"tRF-45-389MV47P596VW631QJ",0,0,0,0,1,0,1,0
"tRF-45-45DBNIB9I1KQSX0DIJ",0,1,0,0,0,1,0,0
"tRF-45-46S9Y8RH93WB863IP5",1,0,2,0,0,0,0,0
"tRF-45-46SQYU9H93WB863IP5",1,0,0,0,0,0,0,0
"tRF-45-4OFOU5XBINVDRI2Q2R",1,0,0,3,2,0,0,3
"tRF-45-4PW3FJIKE7UMKKSWRN",0,1,0,0,0,0,0,0
"tRF-45-4QD7OKW419518FMK26",0,1,0,0,0,0,0,0
"tRF-45-51MLHVHBEXBIYFSP1N",4,1,4,3,0,1,0,1
"tRF-45-54DFZ2NLD7B2JK7PP9",9,15,8,22,34,21,46,52
"tRF-45-58ZZJQJYSWRYVMMV5B",5,5,11,2,0,1,1,2
"tRF-45-5BF900BY4D84KRIMUF",10,40,7,19,38,23,23,33
"tRF-45-5F4YO9XEKJ5R5NL348",0,0,0,0,0,1,0,0
"tRF-45-5OD0YIZEF3BLHKFZB1",0,0,0,0,0,0,1,2
"tRF-45-5XR4NPNNBX1WZ4RZDM",0,0,1,0,1,2,2,1
"tRF-45-5YXENDBP1IUUK7VZ0R",2,13,6,7,10,12,15,15
"tRF-45-60MV9JKL0653L45SB1",0,0,0,0,0,1,0,0
"tRF-45-6978WPRLXN4VYK7HFK",0,0,0,0,0,1,0,0
"tRF-45-6978WPRLXN4VZ87HFK",0,0,1,0,0,0,0,0
"tRF-45-6INB8PLML38BWS7209",0,0,0,0,0,0,0,1
"tRF-45-6ISBWOFFR3VJ4ZZ526",0,1,0,0,2,2,0,0
"tRF-45-6RH13BDW9NH1NRM5U6",0,0,0,0,9,1,3,5
"tRF-45-6XQ6S8V0J8O9YEKPRS",1,0,0,0,0,0,0,0
"tRF-45-7383RPD9W1X6L85J3K",1,0,0,0,1,0,0,0
"tRF-45-779PZBHFEERZYQHQ9M",51,6,53,11,7,13,11,4
"tRF-45-77R7KE6KM87SDR2ZND",0,0,1,0,0,0,0,0
"tRF-45-79MP9P9NH57S362VO0",1,0,2,1,0,1,0,0
"tRF-45-79MP9P9NH57S3O2VO0",1,0,0,1,0,0,0,0
"tRF-45-79MP9PMNH5IS362VO0",2,1,5,0,0,2,0,0
"tRF-45-7JE2ONZ2Y91293WEW6",1,0,1,0,0,0,0,0
"tRF-45-7LI3VF4YO9XEKJ5R5N",0,1,0,0,0,0,0,0
"tRF-45-7O58J0K8UMPLBIUBNX",4,7,5,1,1,7,3,6
"tRF-45-7UD5BU9NZ6V6Z3M8ZL",0,2,0,0,0,0,0,0
"tRF-45-7UYK7IVI7O409Z7KZO",0,0,1,0,0,0,0,0
"tRF-45-7X0OBQJE9UHY0DFKN5",2,0,0,1,0,0,0,0
"tRF-45-7Z2R1HPSR9O9337KB6",0,1,0,0,0,0,0,0
"tRF-45-7Z8L8NRS9NS334L2H1",17,27,8,19,40,25,18,44
"tRF-45-83ML5F924ZDRJKW4R9",0,0,0,0,0,1,1,0
"tRF-45-86V8WPMN1E8Y7Z2R14",2,0,0,0,0,1,0,0
"tRF-45-87R8WP9N1EWJQ72S3H",1,0,1,0,0,1,2,0
"tRF-45-897PVP9N1QKS3W2VR0",0,0,1,0,0,0,0,0
"tRF-45-8BPE0IOB9ZFH690M0R",0,1,0,3,2,1,2,5
"tRF-45-8FFDXXE6XRK4WO2F9I",3,3,3,0,3,1,0,5
"tRF-45-8P8NWE6WRNLEK5LYK1",1,0,0,0,0,0,0,0
"tRF-45-8PW7W26WRNLEK5LYK1",0,0,1,0,0,0,0,0
"tRF-45-8PW7WK6WRNLEK5LYK1",2,0,1,0,0,1,1,1
"tRF-45-8Q9VZVEH93WB8689SV",0,0,1,0,0,0,1,1
"tRF-45-947L735FJIPZ80JNBV",0,0,0,1,0,0,0,0
"tRF-45-94U47P299DWUH6QE30",0,0,1,0,0,0,0,0
"tRF-45-94V4SMIFFNKQWYL1M3",0,0,1,0,0,0,0,0
"tRF-45-975OD0YIZEF3BLHKFZ",0,0,0,0,1,0,0,0
"tRF-45-9D9OHXDD1KYK37ZXK1",2,0,0,3,4,1,2,4
"tRF-45-9LV470JPN1Y6FPZD3K",0,1,0,0,0,0,0,0
"tRF-45-9M88I26WRNLEK5YY01",0,0,0,0,0,0,1,1
"tRF-45-9MV47P596VW631QJ3K",0,0,0,0,0,0,1,0
"tRF-45-9NJ4S2I7L7P5QK11M3",1,5,4,1,3,1,1,3
"tRF-45-9NY5KK91M3WD8SS46D",1,0,0,0,0,0,0,0
"tRF-45-9NY5KKM1M3WD8S746D",3,0,3,0,0,1,0,0
"tRF-45-9NZ6V6Z3M8ZLSSXUOL",8,3,8,2,3,2,2,2
"tRF-45-9O9NF5W8E7OMJHHS19",0,0,0,1,0,0,0,1
"tRF-45-9PZBHFEERZYQHQ9M73",0,0,0,0,0,0,1,0
"tRF-45-B6BF82Z4D7OOJ0QXL1",1,1,4,3,1,1,0,1
"tRF-45-BDHPIWOMXF026ZEDKZ",1,0,0,0,0,0,0,0
"tRF-45-BF82Z4D7OOJ0QXL13X",0,1,1,0,2,1,0,0
"tRF-45-BIUBNXJMFKYOY7N7UF",0,0,0,0,0,0,0,1
"tRF-45-BJ8FFDXXE6XRK4WO2F",0,0,1,1,0,1,0,1
"tRF-45-BJD5EUB4ZPEK45H5KQ",0,0,1,0,0,2,0,0
"tRF-45-BL2HI3Z9HMI8W47W1R",2,12,2,7,14,7,9,11
"tRF-45-BLFXWKKQ0ROB9Y7Q07",0,0,0,1,0,0,0,0
"tRF-45-BNFENPNYRVU4727OFI",30,18,42,13,20,21,19,28
"tRF-45-BU9NZ6V6Z3M8ZLSSXU",12,6,14,4,3,5,6,6
"tRF-45-BY4D84KRIMUF04QZ45",1,2,1,0,3,3,4,4
"tRF-45-BZ0IV25Z2IUIX1Q7O6",104,655,108,413,997,845,825,1061
"tRF-45-BZKEUI1ZXF0N2BD0U6",0,2,0,2,2,1,3,5
"tRF-45-D5BU9NZ6V6Z3M8ZLSS",1,6,4,3,8,9,5,5
"tRF-45-D5EUB4ZPEK45H5KQBF",1,2,0,0,0,0,0,0
"tRF-45-DBNIB9I1KQSX0DIJZ7",9,30,14,12,19,27,23,24
"tRF-45-DF4YO9XEKJ5R5NL348",0,0,0,0,0,1,0,0
"tRF-45-DFHFNBDWY2MJ8F81KL",0,1,1,1,4,2,1,6
"tRF-45-DFZ2NLD7B2JK7PP9ZZ",1,0,1,0,0,1,2,2
"tRF-45-DI2OOIQO4QPRJW4DBQ",0,0,0,0,0,0,0,1
"tRF-45-DIH8P6URLBINRXURYR",0,0,0,0,0,0,1,1
"tRF-45-DKNPNOYB7JXNXW83X4",5,8,3,1,5,2,5,8
"tRF-45-DXOMYJZ87ID890YBOZ",4,3,4,1,2,2,0,1
"tRF-45-DY2EWBOJFZ2DN1RJY6",0,10,0,11,9,10,8,5
"tRF-45-DZ9EW6RERNLN4Q1RV1",0,0,0,1,0,2,0,0
"tRF-45-EERZYQHQ9M739P8WQ0",25,12,41,19,9,23,21,21
"tRF-45-EVUIJVK697BOJ8N981",0,10,1,3,15,6,9,9
"tRF-45-EWBJUIVFYDNZDNB2Y0",0,0,0,0,1,0,0,0
"tRF-45-EZSO1XDXVJUE3QHMY1",0,0,0,0,0,0,0,1
"tRF-45-EZU05OJIH6Z3NPPRBB",1,0,0,0,0,0,0,0
"tRF-45-EZUMXKS6RN23KYY8Q1",0,0,1,0,0,0,0,0
"tRF-45-F91SS2P46INO86RM7K",0,1,0,0,0,2,0,0
"tRF-45-FDXXE6XRK4WO2F9IY9",5,21,3,11,13,9,13,4
"tRF-45-FENPNYRVU4727OFIZ9",0,0,0,0,1,0,0,2
"tRF-45-FJ33DSJOBZBDZ51653",1,0,0,0,0,0,0,0
"tRF-45-FN7BWU2F5JYH0RYNUR",4,10,2,3,8,12,9,7
"tRF-45-FOU5XBINVDRI2Q2RJO",0,0,0,0,0,0,1,0
"tRF-45-FV7SQWU1O0789NLMK1",0,0,0,0,1,0,0,0
"tRF-45-FX8Q9MYKK6BEZ8XO46",0,0,0,1,0,0,0,0
"tRF-45-FXWKKQ0ROB9Y7Q078S",0,0,0,0,0,1,1,0
"tRF-45-FZ93QO945NB2NZW7O6",0,0,0,0,0,1,0,0
"tRF-45-H5SYNX2VF0S7RNLJKP",0,0,0,0,0,1,1,0
"tRF-45-H6Z3NPPRBBZY7FERBL",0,0,0,0,0,1,2,0
"tRF-45-H6Z4NY2V7KYUHRH7MS",1,0,1,0,0,0,1,0
"tRF-45-H6ZK79KVPKYUH7PU4H",0,0,2,0,0,0,0,0
"tRF-45-H8P6URLBINRXURYRSI",0,0,0,0,0,1,0,0
"tRF-45-HB4E01179O08F4BDNZ",0,0,1,0,0,0,0,0
"tRF-45-HBF3UZXL5LDOV2QXBR",0,0,0,0,0,0,0,1
"tRF-45-HFEERZYQHQ9M739P8W",8,4,11,3,6,1,2,2
"tRF-45-HFO6FJN6D14PU3XOUZ",0,0,0,0,0,2,0,0
"tRF-45-HK9FM0DZ9EW6RERNLN",1,0,0,0,0,0,0,0
"tRF-45-HRL7S5QKF1R3WE8RO8",0,0,1,0,0,0,0,0
"tRF-45-I3Z9HMI8W47W1R7HFE",15,3,16,5,7,7,3,5
"tRF-45-I89NJ4S2I7L7P5QK11",1,1,1,0,2,0,0,0
"tRF-45-IK9NJ4S2I7L7P5QK11",0,0,0,0,1,0,0,0
"tRF-45-IO18NEZHYPZEP27K7Z",0,0,0,0,0,0,0,1
"tRF-45-IPD7VIZKXXI363U0EZ",1,1,0,2,2,2,1,0
"tRF-45-IPRVYJ9XEO7N987X1R",0,0,0,0,0,0,0,1
"tRF-45-IRJ9ZH0SR9593KMH26",0,1,0,0,0,0,0,0
"tRF-45-IWOMXF026ZEDKZIXK6",9,243,13,140,281,314,222,259
"tRF-45-IYM91YIF54RNZFS7U6",0,0,0,0,0,1,0,0
"tRF-45-IZ6N4P64R9598LS7F6",0,6,0,4,3,5,3,5
"tRF-45-J0DPZOIPD7VIZKXXI3",3,0,1,0,0,0,0,0
"tRF-45-J8WPMN1E8Y7Z2R1HPS",0,0,0,0,0,0,1,0
"tRF-45-JD22PZ20K91O7VD5YE",1,0,0,0,0,0,0,2
"tRF-45-JE9UHY0DFKN5ORNQY1",1,1,0,2,3,0,2,0
"tRF-45-JIH6Z3NPPRBBZY7FER",0,0,0,0,0,0,1,0
"tRF-45-JMRPFQ5DWXH913M87S",0,0,1,0,0,0,0,0
"tRF-45-JMRPFQRDWXH913M87S",0,0,1,0,0,0,0,0
