"","X.miRNA","precursor","SRR19241977","SRR19241978","SRR19241979","SRR19241980","SRR19241981","SRR19241982","SRR19241983","SRR19241984"
"1390","hsa-miR-4657","hsa-mir-4657",0,0,0,0,0,0,0,0
"1391","hsa-miR-4658","hsa-mir-4658",0,0,0,0,0,0,1,0
"1392","hsa-miR-4659a-5p","hsa-mir-4659a",0,0,0,0,0,0,0,0
"1393","hsa-miR-4659a-3p","hsa-mir-4659a",2.81,1.88,2.67,1.39,3.27,2.41,6.01,2.24
"1394","hsa-miR-4659b-5p","hsa-mir-4659b",0,0,0,0,0,0,0,0
"1395","hsa-miR-4659b-3p","hsa-mir-4659b",0,0,0,0,0,0,0,0
"1396","hsa-miR-466","hsa-mir-466",0,0,0,0,0,0,0,0
"1397","hsa-miR-4660","hsa-mir-4660",0,0,0,1.39,0,0,0,0
"1398","hsa-miR-4661-5p","hsa-mir-4661",0.47,0,0,0,0.65,0,0,0
"1399","hsa-miR-4661-3p","hsa-mir-4661",0,0,0,0,0,0,0,0
"1400","hsa-miR-4662a-5p","hsa-mir-4662a",1.87,4.69,4.81,8.36,2.62,2.41,2,2.24
"1401","hsa-miR-4662a-3p","hsa-mir-4662a",0,0,0,1.39,0,0,0,0
"1402","hsa-miR-4662b","hsa-mir-4662b",0,0,0,0,0,0,0,0
"1403","hsa-miR-4663","hsa-mir-4663",0,0,0,0,0,0,0,0
"1404","hsa-miR-4664-5p","hsa-mir-4664",0,0,0.53,0,0,0,0,0
"1405","hsa-miR-4664-3p","hsa-mir-4664",0,0,0,0,0,1.2,0,2.24
"1406","hsa-miR-4665-5p","hsa-mir-4665",0,0.94,0,0,1.96,0,4.01,0.75
"1407","hsa-miR-4665-3p","hsa-mir-4665",0,0,0,0,0,0,0,0
"1408","hsa-miR-4666a-5p","hsa-mir-4666a",0,0,0,0,0,0,0,0
"1409","hsa-miR-4666a-3p","hsa-mir-4666a",0,0,0,0,0,0,0,0
"1410","hsa-miR-4666b","hsa-mir-4666b",0.47,0,0,0,0,0,0,0
"1411","hsa-miR-4667-5p","hsa-mir-4667",0.94,0,0,0,0,0.6,0,0.75
"1412","hsa-miR-4667-3p","hsa-mir-4667",0,0,0,0,0,0,0,0
"1413","hsa-miR-4668-5p","hsa-mir-4668",0.47,0,0,0,0,0,0,0
"1414","hsa-miR-4668-3p","hsa-mir-4668",0,0,0,0,0,0,0,0
"1415","hsa-miR-4669","hsa-mir-4669",0.47,0,0,0,0,0,0,0
"1416","hsa-miR-4670-5p","hsa-mir-4670",0,0,0,0,0,0,0,0
"1417","hsa-miR-4670-3p","hsa-mir-4670",0,0,0,0,0,0,0,0
"1418","hsa-miR-4671-5p","hsa-mir-4671",0,0.94,1.07,1.39,0.65,0.6,0,0
"1419","hsa-miR-4671-3p","hsa-mir-4671",0,0,1.07,0,0,0.6,2,0.75
"1420","hsa-miR-4672","hsa-mir-4672",0,0,0,0,0.65,0,0,0
"1421","hsa-miR-4673","hsa-mir-4673",0,0,0,0,0,0.6,0,0
"1422","hsa-miR-4674","hsa-mir-4674",0,0,0,0,0,0,0,0
"1423","hsa-miR-4675","hsa-mir-4675",0,0,0,0,0,0,0,0
"1424","hsa-miR-4676-5p","hsa-mir-4676",0,0,0,0,0,0,0,0
"1425","hsa-miR-4676-3p","hsa-mir-4676",0,0,0,0,0,0.6,0,0.75
"1426","hsa-miR-4677-5p","hsa-mir-4677",0,0,1.07,0,0.65,1.2,0,0
"1427","hsa-miR-4677-3p","hsa-mir-4677",1.87,4.69,3.21,0,0.65,2.41,3.01,5.23
"1428","hsa-miR-4678","hsa-mir-4678",0,0,0,0,0,0,0,0
"1429","hsa-miR-4679","hsa-mir-4679-1",0,0,0.53,0,0,0,0,0
"1430","hsa-miR-4679","hsa-mir-4679-2",0,0,0.53,0,0,0,0,0
"1431","hsa-miR-4680-5p","hsa-mir-4680",0,0,0,0,0,0,0,0
"1432","hsa-miR-4680-3p","hsa-mir-4680",0,0,0,0,0,0,0,0
"1433","hsa-miR-4681","hsa-mir-4681",0,0,0,0,0,0,0,0
"1434","hsa-miR-4682","hsa-mir-4682",0.47,0,0,0,0.65,0.6,0,0
"1435","hsa-miR-4683","hsa-mir-4683",0.47,0,1.07,0,1.31,0.6,0,0
"1436","hsa-miR-4684-5p","hsa-mir-4684",0,0,0.53,0,0,0,0,0
"1437","hsa-miR-4684-3p","hsa-mir-4684",1.4,0,0.53,0,0,0,0,0.75
"1438","hsa-miR-4685-5p","hsa-mir-4685",0,0,0,0,0,0,0,0
"1439","hsa-miR-4685-3p","hsa-mir-4685",0,0,0,0,0,0,1,0
"1440","hsa-miR-4686","hsa-mir-4686",0,0,0,0,0,0,0,0
"1441","hsa-miR-4687-5p","hsa-mir-4687",0,0,0,0,0,0,0,0
"1442","hsa-miR-4687-3p","hsa-mir-4687",0,0,0,0,0.65,0,0,0
"1443","hsa-miR-4688","hsa-mir-4688",0.47,0.94,0,0,0,0,0,0
"1444","hsa-miR-4689","hsa-mir-4689",0,0,0,0,0,0,0,0.75
"1445","hsa-miR-4690-5p","hsa-mir-4690",0,0,0,1.39,0,0,0,0
"1446","hsa-miR-4690-3p","hsa-mir-4690",0,0,0.53,0,0,0,0,0
"1447","hsa-miR-4691-5p","hsa-mir-4691",0,0,0,0,0,0,0,0
"1448","hsa-miR-4691-3p","hsa-mir-4691",1.4,0,1.07,0,0.65,0,1,0
"1449","hsa-miR-4692","hsa-mir-4692",0,0,0,0,0,0,0,0
"1450","hsa-miR-4693-5p","hsa-mir-4693",0,0,0,0,0,0,0,0
"1451","hsa-miR-4693-3p","hsa-mir-4693",0,0,0,0,0,0,0,0
"1452","hsa-miR-4694-5p","hsa-mir-4694",0,0,0,0,0,0,0,0
"1453","hsa-miR-4694-3p","hsa-mir-4694",0,0,0,0,0,0,0,0
"1454","hsa-miR-4695-5p","hsa-mir-4695",0,0,0,0,0,0,0,0
"1455","hsa-miR-4695-3p","hsa-mir-4695",0,0,0,0,0,0,0,0
"1456","hsa-miR-4696","hsa-mir-4696",0,0,0,0,0,0,0,0
"1457","hsa-miR-4697-5p","hsa-mir-4697",0,0,0,0,0,0,0,0
"1458","hsa-miR-4697-3p","hsa-mir-4697",0,0,0,0,0,0,0,0
"1459","hsa-miR-4698","hsa-mir-4698",0,0,0,0,0,0,0,0
"1460","hsa-miR-4699-5p","hsa-mir-4699",0,0,0,0,0,0,0,0
"1461","hsa-miR-4699-3p","hsa-mir-4699",0,0,0,0,0,0,0,0
"1462","hsa-miR-4700-5p","hsa-mir-4700",0,0,0,0,0,0,0,0
"1463","hsa-miR-4700-3p","hsa-mir-4700",0,0,0,0,0,0,0,0
"1464","hsa-miR-4701-5p","hsa-mir-4701",0,0,0,0,0,0,0,0
"1465","hsa-miR-4701-3p","hsa-mir-4701",0,0,0,1.39,0,0,0,0
"1466","hsa-miR-4703-5p","hsa-mir-4703",0,0,0,0,0,0,0,0
"1467","hsa-miR-4703-3p","hsa-mir-4703",0,0,0,0,0,0,0,0
"1468","hsa-miR-4704-5p","hsa-mir-4704",0,0,0,0,0,0,0,0
"1469","hsa-miR-4704-3p","hsa-mir-4704",0,0,0,0,0,0,0,0
"1470","hsa-miR-4705","hsa-mir-4705",13.56,21.58,26.18,25.09,13.74,15.04,6.01,18.67
"1471","hsa-miR-4706","hsa-mir-4706",0,0,0,0,0,0,1,0
"1472","hsa-miR-4707-5p","hsa-mir-4707",0,0,0,0,0,0,0,0
"1473","hsa-miR-4707-3p","hsa-mir-4707",0,0,0,0,0,0,0,0
"1474","hsa-miR-4708-5p","hsa-mir-4708",0,0,0,0,0,0,0,0
"1475","hsa-miR-4708-3p","hsa-mir-4708",0,0,0,0,0,0,0,0
"1476","hsa-miR-4709-5p","hsa-mir-4709",0,0,0,0,0,0,0,0
"1477","hsa-miR-4709-3p","hsa-mir-4709",0,0,0,0,0,0,0,0
"1478","hsa-miR-4710","hsa-mir-4710",0,0,0,0,0,0,0,0
"1479","hsa-miR-4711-5p","hsa-mir-4711",0,0,0,0,0,0,0,0
"1480","hsa-miR-4711-3p","hsa-mir-4711",0,0,0,0,0,0,0,0
"1481","hsa-miR-4712-5p","hsa-mir-4712",0,0,0,0,0,0,0,0
"1482","hsa-miR-4712-3p","hsa-mir-4712",0,0,0,0,0,0,0,0
"1483","hsa-miR-4713-5p","hsa-mir-4713",0.47,0,0,0,0,0,0,0
"1484","hsa-miR-4713-3p","hsa-mir-4713",0,0,0,0,0,0,0,0
"1485","hsa-miR-4714-5p","hsa-mir-4714",0,0,0,0,0,0,0,0
"1486","hsa-miR-4714-3p","hsa-mir-4714",0,0,0,0,0,0,0,0
"1487","hsa-miR-4715-5p","hsa-mir-4715",0,0,0,0,0,0,0,0
"1488","hsa-miR-4715-3p","hsa-mir-4715",0,0,0,0,0,0,0,0
"1489","hsa-miR-4716-5p","hsa-mir-4716",0,0,0,0,0,0,0,0
"1490","hsa-miR-4716-3p","hsa-mir-4716",0,0,0,0,0,0,0,0
"1491","hsa-miR-4717-5p","hsa-mir-4717",0,0,0,0,0,0,0,0
"1492","hsa-miR-4717-3p","hsa-mir-4717",0,1.88,0,0,0,0,0,0.75
"1493","hsa-miR-4718","hsa-mir-4718",0,0,0,0,0,0,0,0
"1494","hsa-miR-4719","hsa-mir-4719",0,0,0,0,0,0,0,0
"1495","hsa-miR-4720-5p","hsa-mir-4720",0,0,0,0,0,0,0,0
"1496","hsa-miR-4720-3p","hsa-mir-4720",0,0,0,0,0,0,0,0
"1497","hsa-miR-4721","hsa-mir-4721",0,0.94,0,0,0,0,0,0
"1498","hsa-miR-4722-5p","hsa-mir-4722",0,0,0,0,0,0,0,0
"1499","hsa-miR-4722-3p","hsa-mir-4722",0,0,0,0,0,0,0,0
"1500","hsa-miR-4723-5p","hsa-mir-4723",0,0,0,0,0,0,0,0
"1501","hsa-miR-4723-3p","hsa-mir-4723",0,0,0,0,0,0,0,0
"1502","hsa-miR-4724-5p","hsa-mir-4724",0,0,0,0,0,0,0,0
"1503","hsa-miR-4724-3p","hsa-mir-4724",0,0,0,0,0,0,0,0
"1504","hsa-miR-4725-5p","hsa-mir-4725",0,0,0,0,0,0,0,0
"1505","hsa-miR-4725-3p","hsa-mir-4725",0,0,0,0,0,0,0,0
"1506","hsa-miR-4726-5p","hsa-mir-4726",0.94,0.94,1.6,1.39,0.65,0,3.01,2.24
"1507","hsa-miR-4726-3p","hsa-mir-4726",0,0,0,0,0,0,0,0
"1508","hsa-miR-4727-5p","hsa-mir-4727",0,0,0,0,0,0,0,0
"1509","hsa-miR-4727-3p","hsa-mir-4727",0,0,0,0,0,0,0,0.75
"1510","hsa-miR-4728-5p","hsa-mir-4728",0,0,0,0,0,0,0,0
"1511","hsa-miR-4728-3p","hsa-mir-4728",0,0,0,0,0,0,0,0
"1512","hsa-miR-4729","hsa-mir-4729",0,0,0,0,0,0,0,0
"1513","hsa-miR-4730","hsa-mir-4730",0,0,0,0,0,0,0,0
"1514","hsa-miR-4731-5p","hsa-mir-4731",0,0,0,0,0,0,0,0
"1515","hsa-miR-4731-3p","hsa-mir-4731",0,0,0,0,0,0,0,0
"1516","hsa-miR-4732-5p","hsa-mir-4732",0,0,0,0,0,0,0,0
"1517","hsa-miR-4732-3p","hsa-mir-4732",0,0,0,0,0,0,0,0
"1518","hsa-miR-4733-5p","hsa-mir-4733",0,0,0.53,0,0,0,0,0
"1519","hsa-miR-4733-3p","hsa-mir-4733",0,0,0,0,0.65,0,0,0
"1520","hsa-miR-4734","hsa-mir-4734",0.47,0,0,0,0,0,0,0
"1521","hsa-miR-4735-5p","hsa-mir-4735",0,0,0,0,0.65,0,0,0
"1522","hsa-miR-4735-3p","hsa-mir-4735",0,0,0,0,0,0,0,0.75
"1523","hsa-miR-4736","hsa-mir-4736",0,0,0,0,0,0,0,0
"1524","hsa-miR-4737","hsa-mir-4737",0,0,0,0,0,0,0,0
"1525","hsa-miR-4738-5p","hsa-mir-4738",0,0,0,0,0,0,0,0
"1526","hsa-miR-4738-3p","hsa-mir-4738",0.47,0,0,1.39,0,0,1,0.75
"1527","hsa-miR-4739","hsa-mir-4739",0,0,0,0,0,0,0,0
"1528","hsa-miR-4740-5p","hsa-mir-4740",0,0,0,1.39,0,0.6,1,0.75
"1529","hsa-miR-4740-3p","hsa-mir-4740",0,0,0,0,0,0,0,0
"1530","hsa-miR-4741","hsa-mir-4741",0.47,0.94,0.53,0,0,0.6,1,0.75
"1531","hsa-miR-4742-5p","hsa-mir-4742",3.27,2.82,3.21,1.39,2.62,2.41,2,2.24
"1532","hsa-miR-4742-3p","hsa-mir-4742",1.87,4.69,4.81,2.79,1.96,2.41,4.01,3.73
"1533","hsa-miR-4743-5p","hsa-mir-4743",0,2.82,1.07,0,0.65,1.8,2,1.49
"1534","hsa-miR-4743-3p","hsa-mir-4743",0,0,0,0,0,0,0,0
"1535","hsa-miR-4744","hsa-mir-4744",0,0,0,0,0,0,0,0
"1536","hsa-miR-4745-5p","hsa-mir-4745",0.47,0,0.53,0,0,0,0,0
"1537","hsa-miR-4745-3p","hsa-mir-4745",0,0,0,0,0,0,1,0
"1538","hsa-miR-4746-5p","hsa-mir-4746",0.94,1.88,0.53,2.79,1.31,4.21,0,1.49
"1539","hsa-miR-4746-3p","hsa-mir-4746",0,0,0,0,0,0,0,0
"1540","hsa-miR-4747-5p","hsa-mir-4747",0,0,0,0,0,0,0,0
"1541","hsa-miR-4747-3p","hsa-mir-4747",0,0,0,0,0,0,0,0
"1542","hsa-miR-4748","hsa-mir-4748",0.47,0,0,0,0,0,0,0.75
"1543","hsa-miR-4749-5p","hsa-mir-4749",0.94,0,0,0,0.65,0,1,0
"1544","hsa-miR-4749-3p","hsa-mir-4749",0,0,0,0,0,0,0,0
"1545","hsa-miR-4750-5p","hsa-mir-4750",0.94,0,0,1.39,0.65,0.6,0,0
"1546","hsa-miR-4750-3p","hsa-mir-4750",0,0,0,0,0,0.6,0,0.75
"1547","hsa-miR-4751","hsa-mir-4751",0,0,0,0,0,0,0,0
"1548","hsa-miR-4752","hsa-mir-4752",0.47,0,0,0,0,0,0,0
"1549","hsa-miR-4753-5p","hsa-mir-4753",0.94,0,0,0,0,0,0,0.75
"1550","hsa-miR-4753-3p","hsa-mir-4753",0,0,0,0,0,0.6,0,0
"1551","hsa-miR-4754","hsa-mir-4754",0,0,0,0,0,0,0,0
"1552","hsa-miR-4755-5p","hsa-mir-4755",1.4,1.88,0.53,0,1.96,0,3.01,0
"1553","hsa-miR-4755-3p","hsa-mir-4755",0,0,0,0,0,0,0,0
"1554","hsa-miR-4756-5p","hsa-mir-4756",0,0,0,0,0,0,0,0
"1555","hsa-miR-4756-3p","hsa-mir-4756",0,0,0,0,0,0,0,0
"1556","hsa-miR-4757-5p","hsa-mir-4757",0,0,0,0,0,0,0,0
"1557","hsa-miR-4757-3p","hsa-mir-4757",0,0,0,0,0,0,0,0
"1558","hsa-miR-4758-5p","hsa-mir-4758",0,0,0,0,0,0,0,0
"1559","hsa-miR-4758-3p","hsa-mir-4758",0,0,0,0,0,0,0,0
"1560","hsa-miR-4759","hsa-mir-4759",0,0,0,0,0,0,0,0
"1561","hsa-miR-4760-5p","hsa-mir-4760",0,1.88,0,0,0,0.6,0,0
"1562","hsa-miR-4760-3p","hsa-mir-4760",0,0,0,0,0,0,0,0
"1563","hsa-miR-4761-5p","hsa-mir-4761",0,0,0.53,0,0,0,0,0
"1564","hsa-miR-4761-3p","hsa-mir-4761",0,0,0,0,0,0,0,0
"1565","hsa-miR-4762-5p","hsa-mir-4762",0.47,0,0,0,0,0,0,0
"1566","hsa-miR-4762-3p","hsa-mir-4762",0,0,0,0,0.65,0.6,1,0.75
"1567","hsa-miR-4763-5p","hsa-mir-4763",0,0,0,0,0,0,0,0
"1568","hsa-miR-4763-3p","hsa-mir-4763",0,0,0,0,0,0,0,0
"1569","hsa-miR-4764-5p","hsa-mir-4764",0,0,0,0,0,0,0,0
"1570","hsa-miR-4764-3p","hsa-mir-4764",0,0,0,0,1.31,0,0,0
"1571","hsa-miR-4765","hsa-mir-4765",0,0,0,0,0,0,0,0
"1572","hsa-miR-4766-5p","hsa-mir-4766",0,0,0,0,0,0,0,0
"1573","hsa-miR-4766-3p","hsa-mir-4766",0,0.94,0,0,0,0,2,0
"1574","hsa-miR-4767","hsa-mir-4767",0,0,0.53,0,0.65,0,1,0
"1575","hsa-miR-4768-5p","hsa-mir-4768",0,0.94,0,0,0,1.2,1,0
"1576","hsa-miR-4768-3p","hsa-mir-4768",0,0,0,0,0.65,0,0,0
"1577","hsa-miR-4769-5p","hsa-mir-4769",0,0,0,0,0,0,0,0
"1578","hsa-miR-4769-3p","hsa-mir-4769",0,0,0,0,0,0,0,0
"1579","hsa-miR-4770","hsa-mir-4770",0,0,0,0,0,0,0,0
"1580","hsa-miR-4771","hsa-mir-4771-1",0,0,0,0,0,0,0,0
"1581","hsa-miR-4771","hsa-mir-4771-2",0,0,0,0,0,0,0,0
"1582","hsa-miR-4772-5p","hsa-mir-4772",0,0,0,0,0,0,0,0
"1583","hsa-miR-4772-3p","hsa-mir-4772",0,0,0,0,0,0,0,0
"1584","hsa-miR-4773","hsa-mir-4773-1",0,0,0,0,0,0,0,0
"1585","hsa-miR-4773","hsa-mir-4773-2",0,0,0,0,0,0,0,0
"1586","hsa-miR-4774-5p","hsa-mir-4774",0,0.94,0.53,0,0,0,0,0
"1587","hsa-miR-4774-3p","hsa-mir-4774",0,0,0,0,0,0,0,0
"1588","hsa-miR-4775","hsa-mir-4775",0,0,0,0,0,0.6,1,0
"1589","hsa-miR-4776-5p","hsa-mir-4776-1",0,0,0,0,0,0,0,0
"1590","hsa-miR-4776-3p","hsa-mir-4776-1",0,0,0,0,0,0,0,0
"1591","hsa-miR-4776-5p","hsa-mir-4776-2",0,0,0,0,0,0,0,0
"1592","hsa-miR-4776-3p","hsa-mir-4776-2",0,0,0,0,0,0,0,0
"1593","hsa-miR-4777-5p","hsa-mir-4777",0,0,0,0,0,0,0,0
"1594","hsa-miR-4777-3p","hsa-mir-4777",0,0,0,0,0,0,0,0
"1595","hsa-miR-4778-5p","hsa-mir-4778",0,0,0,0,0,0,0,0
"1596","hsa-miR-4778-3p","hsa-mir-4778",0,0,0.53,0,0,0,0,0
"1597","hsa-miR-4779","hsa-mir-4779",0,0,0,0,0,0,0,0
"1598","hsa-miR-4780","hsa-mir-4780",0,0,0,0,0,0,0,0
"1599","hsa-miR-4781-5p","hsa-mir-4781",0,0,0,0,0,0,0,0
"1600","hsa-miR-4781-3p","hsa-mir-4781",1.87,0.94,0.53,0,0.65,0,0,0.75
"1601","hsa-miR-4782-5p","hsa-mir-4782",0,0,0,0,0,0,0,0
"1602","hsa-miR-4782-3p","hsa-mir-4782",0,0,0,0,0,0,0,0
"1603","hsa-miR-4783-5p","hsa-mir-4783",0,0,0,0,0,0,0,0
"1604","hsa-miR-4783-3p","hsa-mir-4783",0.47,0,0,0,0,0,0,0
"1605","hsa-miR-4784","hsa-mir-4784",3.27,3.75,1.07,2.79,0,0,0,0
"1606","hsa-miR-4785","hsa-mir-4785",0.47,0,0,0,0.65,0,1,0.75
"1607","hsa-miR-4786-5p","hsa-mir-4786",0,0.94,0,0,0,0,0,0.75
"1608","hsa-miR-4786-3p","hsa-mir-4786",0,0,0.53,0,0,0,0,0
"1609","hsa-miR-4787-5p","hsa-mir-4787",0,0,0,0,0,0,0,0
"1610","hsa-miR-4787-3p","hsa-mir-4787",4.68,6.57,3.74,2.79,7.2,6.01,10.02,6.72
"1611","hsa-miR-4788","hsa-mir-4788",0,0,0,0,0,0,0,0
"1612","hsa-miR-4789-5p","hsa-mir-4789",0,0,0,0,0,0,0,0
"1613","hsa-miR-4789-3p","hsa-mir-4789",0,0,0,0,0,0,0,0
"1614","hsa-miR-4790-5p","hsa-mir-4790",0,0,0,0,0,0,0,0
"1615","hsa-miR-4790-3p","hsa-mir-4790",0,0,0,0,0,0,0,0
"1616","hsa-miR-4791","hsa-mir-4791",2.81,1.88,3.74,2.79,1.31,1.2,0,1.49
"1617","hsa-miR-4793-5p","hsa-mir-4793",0,0,0,0,0,0,0,0
"1618","hsa-miR-4793-3p","hsa-mir-4793",0,0,0,1.39,0,1.8,0,0
"1619","hsa-miR-4794","hsa-mir-4794",0,0,0,0,0,0,0,0
"1620","hsa-miR-4795-5p","hsa-mir-4795",0,0,0,0,0,0,0,0
"1621","hsa-miR-4795-3p","hsa-mir-4795",0,0,0,0,0,0,0,0
"1622","hsa-miR-4796-5p","hsa-mir-4796",0,0,0,0,0,0,0,0
"1623","hsa-miR-4796-3p","hsa-mir-4796",0,0,0,0,0,0,0,0
"1624","hsa-miR-4797-5p","hsa-mir-4797",0,0,0,0,0,0,0,0
"1625","hsa-miR-4797-3p","hsa-mir-4797",0,0,0,0,0,0,0,0
"1626","hsa-miR-4798-5p","hsa-mir-4798",0,0,0,1.39,1.31,0.6,1,2.24
"1627","hsa-miR-4798-3p","hsa-mir-4798",0,0,0,0,0,0,0,0
"1628","hsa-miR-4799-5p","hsa-mir-4799",0,0,0,0,0,0,0,0
"1629","hsa-miR-4799-3p","hsa-mir-4799",0,0,0,0,0,0,0,0
"1630","hsa-miR-4800-5p","hsa-mir-4800",0,0,0,0,0,0,0,0
"1631","hsa-miR-4800-3p","hsa-mir-4800",0,0,0,0,0,0,0,0
"1632","hsa-miR-4801","hsa-mir-4801",0,0,0,0,0,0,0,0
"1633","hsa-miR-4802-5p","hsa-mir-4802",0,0,0,0,0,0,0,0
"1634","hsa-miR-4802-3p","hsa-mir-4802",0,0,0,0,0,0,0,0
"1635","hsa-miR-4803","hsa-mir-4803",0,0,0,0,0,0,0,0
"1636","hsa-miR-4804-5p","hsa-mir-4804",0,0,0,0,0.65,0.6,0,0
"1637","hsa-miR-4804-3p","hsa-mir-4804",0,0,0,0,0,0,0,0
"1638","hsa-miR-483-5p","hsa-mir-483",0,0.94,0.53,1.39,7.85,3.01,9.02,10.46
"1639","hsa-miR-483-3p","hsa-mir-483",0.47,0.94,0,1.39,9.16,4.81,4.01,1.49
"1640","hsa-miR-484","hsa-mir-484",376.04,1092.25,469.72,802.85,577.05,550.3,575.41,687.11
"1641","hsa-miR-485-5p","hsa-mir-485",3.27,0.94,2.67,0,1.31,3.01,0,0.75
"1642","hsa-miR-485-3p","hsa-mir-485",2.34,4.69,4.81,2.79,5.23,10.83,0,0
"1643","hsa-miR-486-5p","hsa-mir-486-1",419.53,556.45,415.21,705.29,469.75,341.6,513.26,486.21
"1644","hsa-miR-486-3p","hsa-mir-486-1",8.89,12.2,4.81,13.94,6.54,4.21,4.01,4.48
"1645","hsa-miR-486-5p","hsa-mir-486-2",485.48,618.38,475.6,787.52,532.56,400.54,578.42,554.92
"1646","hsa-miR-486-3p","hsa-mir-486-2",6.08,11.26,4.28,12.54,5.89,3.01,3.01,3.73
"1647","hsa-miR-487a-5p","hsa-mir-487a",2.81,0,0.53,1.39,0.65,0.6,0,0
"1648","hsa-miR-487a-3p","hsa-mir-487a",1.87,3.75,5.88,1.39,4.58,4.81,2,0
"1649","hsa-miR-487b-5p","hsa-mir-487b",0,0,0.53,1.39,1.31,0.6,0,0
"1650","hsa-miR-487b-3p","hsa-mir-487b",27.59,4.69,27.79,16.73,13.74,18.04,7.02,2.24
"1651","hsa-miR-488-5p","hsa-mir-488",14.5,11.26,16.57,12.54,13.09,9.02,13.03,7.47
"1652","hsa-miR-488-3p","hsa-mir-488",88.86,121.05,112.22,101.75,87.67,69.76,76.19,88.88
"1653","hsa-miR-489-5p","hsa-mir-489",0,0,0,0,0,0,0,0
"1654","hsa-miR-489-3p","hsa-mir-489",0,0,0,1.39,0.65,0.6,0,0
"1655","hsa-miR-490-5p","hsa-mir-490",434.5,751.63,461.17,878.12,459.29,359.05,215.53,213.6
"1656","hsa-miR-490-3p","hsa-mir-490",948.98,1829.8,1116.32,2022.47,930.35,881.08,478.17,485.46
"1657","hsa-miR-491-5p","hsa-mir-491",28.06,33.78,40.08,44.6,32.71,27.67,35.09,21.66
"1658","hsa-miR-491-3p","hsa-mir-491",0.94,2.82,2.14,1.39,0.65,1.2,3.01,1.49
"1659","hsa-miR-492","hsa-mir-492",0,0,0,0,0,0,0,0
"1660","hsa-miR-493-5p","hsa-mir-493",0.47,1.88,1.07,0,1.31,0.6,1,0
"1661","hsa-miR-493-3p","hsa-mir-493",0,0,0.53,0,0,0,0,0
"1662","hsa-miR-494-5p","hsa-mir-494",0,0,0,0,0,0,0,0
"1663","hsa-miR-494-3p","hsa-mir-494",19.64,3.75,20.31,2.79,9.81,16.24,4.01,2.24
"1664","hsa-miR-495-5p","hsa-mir-495",0,0,0,0,0,0,0,0
"1665","hsa-miR-495-3p","hsa-mir-495",56.12,7.51,32.06,11.15,15.05,24.66,7.02,5.97
"1666","hsa-miR-496","hsa-mir-496",0,0,0,0,0.65,0,0,0.75
"1667","hsa-miR-497-5p","hsa-mir-497",0,0.94,0,2.79,0,0.6,1,0.75
"1668","hsa-miR-497-3p","hsa-mir-497",0,0,0,0,0,0,0,0
"1669","hsa-miR-498-5p","hsa-mir-498",0,0,0,0,0,0,0,0
"1670","hsa-miR-498-3p","hsa-mir-498",0,0,0,0,0,0,0,0
"1671","hsa-miR-4999-5p","hsa-mir-4999",0.94,0.94,0,1.39,0,0.6,0,0.75
"1672","hsa-miR-4999-3p","hsa-mir-4999",0.47,0,0,0,0,0,0,0
"1673","hsa-miR-499a-5p","hsa-mir-499a",43.5,57.24,35.27,66.9,41.22,44.5,21.05,35.1
"1674","hsa-miR-499a-3p","hsa-mir-499a",0,0,0,0,0,0,0,0
"1675","hsa-miR-499b-5p","hsa-mir-499b",0.47,0.94,0.53,0,1.31,0,0,0
"1676","hsa-miR-499b-3p","hsa-mir-499b",0,0,0,0,0,0,0,0
"1677","hsa-miR-5000-5p","hsa-mir-5000",0,0,0.53,0,0.65,0,0,0
"1678","hsa-miR-5000-3p","hsa-mir-5000",0,0,0.53,0,0,0,0,0
"1679","hsa-miR-5001-5p","hsa-mir-5001",0.47,0,1.07,0,0,0,0,0
"1680","hsa-miR-5001-3p","hsa-mir-5001",0,0.94,0,1.39,0,0,0,0
"1681","hsa-miR-5002-5p","hsa-mir-5002",4.68,11.26,9.62,15.33,17.01,9.62,15.04,15.68
"1682","hsa-miR-5002-3p","hsa-mir-5002",0.47,0.94,0.53,1.39,0.65,0,1,0
"1683","hsa-miR-5003-5p","hsa-mir-5003",0,0,0,0,0,0,0,0
"1684","hsa-miR-5003-3p","hsa-mir-5003",0.47,0,0,0,0,0,0,0.75
"1685","hsa-miR-5004-5p","hsa-mir-5004",0,1.88,1.6,0,0,0,0,1.49
"1686","hsa-miR-5004-3p","hsa-mir-5004",0,0,0,0,0.65,0.6,1,0
"1687","hsa-miR-5006-5p","hsa-mir-5006",0,0,0,0,0,0,0,0.75
"1688","hsa-miR-5006-3p","hsa-mir-5006",0,0,0.53,0,0,0,1,0
"1689","hsa-miR-5007-5p","hsa-mir-5007",0,0,0,0,0,0,0,0
"1690","hsa-miR-5007-3p","hsa-mir-5007",0,0,0,0,0,0,0,0
"1691","hsa-miR-5008-5p","hsa-mir-5008",0,0,0,0,0,0,0,0.75
"1692","hsa-miR-5008-3p","hsa-mir-5008",0,0.94,0,0,0.65,0.6,0,0
"1693","hsa-miR-5009-5p","hsa-mir-5009",0.47,0,0,0,0,0,0,0.75
"1694","hsa-miR-5009-3p","hsa-mir-5009",0,0,0,0,0,0,0,0
"1695","hsa-miR-500a-5p","hsa-mir-500a",0.94,0.94,1.6,0,0.65,3.01,5.01,7.47
"1696","hsa-miR-500a-3p","hsa-mir-500a",24.32,24.4,26.72,39.03,38.6,33.08,110.27,103.07
