"","SRR5256874_5","SRR5256876","SRR5256877_8","SRR5256879","SRR5256880_1","SRR5256882_3"
"tRF-35-0668K87SERM492",5,0,5,0,0,3
"tRF-35-067J4E6L1F8J4S",0,0,2,0,0,0
"tRF-35-0HJBRR93W0K672",3,0,0,0,0,0
"tRF-35-0KFMNKYUHRF867",2,0,0,0,0,0
"tRF-35-0KFMNKYUHRF8X7",0,0,0,0,1,0
"tRF-35-0P58309NDJ78EX",1,0,0,0,0,0
"tRF-35-0V7J4E6L1HWUNS",0,0,7,0,0,0
"tRF-35-0VL8K87SIRMM12",1,1,0,1,0,0
"tRF-35-12Z4R95MK19KU6",1,0,4,0,0,0
"tRF-35-12Z4R95MK19KX6",0,0,3,0,0,2
"tRF-35-12Z4R95MK1MKU6",0,0,5,0,0,0
"tRF-35-12Z4R95MKM9KX6",6,1,0,0,0,2
"tRF-35-14PU73UKL4OY4E",0,0,0,2,0,0
"tRF-35-18VBY9PYKHM26R",1,1,5,1,0,0
"tRF-35-18X3HRL7S5QKF1",1,0,0,0,0,0
"tRF-35-18Y3E7QN7JLP21",1,0,12,0,1,0
"tRF-35-18YKISQI45LSM1",2,0,1,0,1,0
"tRF-35-1ER37E14PH5BZY",16,1,19,2,1,3
"tRF-35-1EWJQ72S3HPSR9",2,0,4,1,0,1
"tRF-35-1HPSR9O9337KB6",1,0,13,1,0,2
"tRF-35-1KSLQ673FJIYEV",1,0,0,0,0,0
"tRF-35-1WZ4RZDMKNR7F6",7,1,27,3,2,3
"tRF-35-1YIF54RNZFS7U6",1,0,9,0,0,0
"tRF-35-1YIPRVYJ9XEO7N",1,0,3,0,0,0
"tRF-35-202L2YBE7XO8Q6",1,0,0,0,0,0
"tRF-35-207RRNL3K8M0W1",2,0,6,0,0,0
"tRF-35-207WRNL3K5J0W1",0,0,0,0,1,0
"tRF-35-22EVUIJVK697BO",4,0,21,1,0,0
"tRF-35-2L2YBE7XO8Q6J6",0,0,6,0,0,0
"tRF-35-2OOIQO4QPRJW4D",0,0,26,0,0,5
"tRF-35-2QR7F8YKIR9NY5",0,0,3,0,0,0
"tRF-35-2R14PSR9O933IK",1,0,0,0,0,0
"tRF-35-2R1HPSR9O9337K",8,3,10,1,1,3
"tRF-35-2S3HPSR95933JK",8,0,3,0,1,0
"tRF-35-2VR008R959KUMK",10,1,11,1,1,0
"tRF-35-2VR0PSR9593J24",1,0,0,0,0,0
"tRF-35-2YU04DYJIO3ZU3",2,0,27,1,1,0
"tRF-35-301M3KYOHR6HFR",0,0,4,0,0,0
"tRF-35-31QJ3KYUYRR6RB",25,0,9,0,1,1
"tRF-35-32VIJMRPFQJDZX",1,0,0,0,1,0
"tRF-35-34HWH3RXSINHZ4",186,10,152,8,11,12
"tRF-35-389MV47P596VW6",23,0,51,1,0,4
"tRF-35-389MV4QP596VZ6",0,1,0,0,0,0
"tRF-35-3BDW9NH1NRM5U6",4,1,57,0,2,2
"tRF-35-3HPSR95933JKB6",0,0,3,0,0,0
"tRF-35-3SY3H3RUSMKVNM",7,0,15,1,4,2
"tRF-35-3SY3H3RXSMKVNM",1,0,0,0,0,0
"tRF-35-430L7LHKVFJEDZ",0,0,0,0,0,1
"tRF-35-45LSM1M3WE8SSP",0,0,0,0,0,1
"tRF-35-47MXSL735L8RPY",10,1,8,2,5,1
"tRF-35-47MXSL73VL8RPY",0,0,16,0,1,0
"tRF-35-490VL8K87SIRMM",1,1,6,0,0,2
"tRF-35-4BRRN3WEK87965",2,0,5,0,0,0
"tRF-35-4KIK74HK9FM0DZ",2,1,5,0,0,0
"tRF-35-4OFOU5XBINVDRI",1,0,0,1,0,0
"tRF-35-4P64R9598LS7F6",0,0,0,0,0,3
"tRF-35-4R04SXQ3V2Y7RZ",1,0,3,0,0,0
"tRF-35-4R94SX73V2Y8L9",11,2,9,1,0,5
"tRF-35-4WVLV470VR3196",0,0,0,0,1,0
"tRF-35-56OKZH99DMEMR3",0,0,0,0,0,1
"tRF-35-58309NDJ78EXFM",0,0,0,0,0,1
"tRF-35-58309NDJ78EYBM",0,0,4,0,0,0
"tRF-35-58ZZJQJYSWRYVM",53,1,183,2,3,11
"tRF-35-596VW631QJ3KYU",1,0,0,0,0,0
"tRF-35-5BF900BY4D84KR",3,1,15,0,1,0
"tRF-35-5YXENDBP1IUUK7",1,1,13,1,0,0
"tRF-35-6978WP9LXN4VZ8",1,0,0,0,0,2
"tRF-35-6978WPRLXN48Z8",0,1,0,0,1,0
"tRF-35-6978WPRLXN4VY8",3,1,9,1,0,0
"tRF-35-6978WPRLXN4VZ8",17,0,18,2,3,3
"tRF-35-6PFRROWFUBNOBZ",0,0,5,0,0,0
"tRF-35-6Q947673FEWS3V",4,0,3,0,1,0
"tRF-35-6RJ89O9NF5W8EZ",0,0,6,0,0,0
"tRF-35-6SXMSL73VL4YMY",124,10,251,18,16,35
"tRF-35-6XQ6S8V0J8O9YE",2,0,0,0,1,0
"tRF-35-6XQ6S8V0JUO9YE",2,0,0,0,0,0
"tRF-35-73V2Y8L981PV6R",158,11,526,53,54,114
"tRF-35-73VL4YMY91PJB7",0,0,3,0,1,3
"tRF-35-79M89P9NH5IS3X",0,0,3,0,0,0
"tRF-35-79MP9P9NH57S3O",1,0,2,0,0,0
"tRF-35-79MP9PMNH5IS36",46,8,39,7,1,3
"tRF-35-7BWU2F5JYH0RYN",0,0,7,0,0,0
"tRF-35-7EMQ18Y3E7QN7J",0,0,6,0,0,0
"tRF-35-7ID890YBOZZ7ND",1,1,21,0,2,1
"tRF-35-7JL3R7DJQ8IX69",0,0,0,1,0,0
"tRF-35-7O58J0K8UMPLBI",30,0,53,3,3,3
"tRF-35-7P299DWUH6QE30",4,0,62,0,2,6
"tRF-35-7P299DZUH6QE30",1,0,4,0,1,0
"tRF-35-7P596VW631QJ3K",3,0,20,1,1,4
"tRF-35-7PLWWJ9X0UD394",0,0,0,0,0,1
"tRF-35-7PU9XW983FPD48",1,0,0,0,2,0
"tRF-35-7RH3S3RX8HWVZ5",3,0,6,0,0,0
"tRF-35-7X9PN547202L2Y",0,0,25,1,0,0
"tRF-35-7Z8L8NRS9NS334",2,0,16,1,0,4
"tRF-35-81JJ6RRNLIK898",13,0,19,3,0,0
"tRF-35-81PV6RRNLNK88K",0,0,7,1,1,0
"tRF-35-821IQ4YUH5S8R6",0,0,6,0,0,0
"tRF-35-821NQ4YOH5S8R6",1,0,0,0,0,2
"tRF-35-821NQ4YOS5S8R6",4,0,0,0,0,3
"tRF-35-82FN4KYU476YQS",1,0,0,0,0,0
"tRF-35-83RPD9W1X6L85J",0,0,0,0,0,1
"tRF-35-84KRIMUF04QZ45",0,0,8,0,0,0
"tRF-35-86J8WPMN1E8Y7Z",3147,154,4934,287,293,332
"tRF-35-86V8WPMN1E8Y7Z",2521,95,2916,273,234,232
"tRF-35-87R8WP9I1EWJQZ",428,36,757,67,52,107
"tRF-35-87R8WP9N1EWJQ7",60818,5865,56487,9977,8935,12248
"tRF-35-897PVP941QKS3W",2297,164,3209,434,338,889
"tRF-35-897PVP9N1QKS3W",188,10,252,27,28,64
"tRF-35-8FFDXXE6XRK4WO",3,0,7,0,0,0
"tRF-35-8HM2OSRNLNKSEK",1,0,6,0,0,1
"tRF-35-8KSWRNLJK578Q1",0,0,0,0,1,0
"tRF-35-8L8NRS9NS334L2",145,9,1583,25,28,81
"tRF-35-8W1W18YMENL725",1,0,0,0,0,0
"tRF-35-8Y7Z2R1HPSR9O9",1,0,4,0,0,0
"tRF-35-94SX73V2Y8L981",9,0,42,1,5,2
"tRF-35-94SX7JV2Y8LZ81",2,0,6,0,0,0
"tRF-35-94U47P299DWUH6",19,1,60,3,4,8
"tRF-35-94U47P299DZUH6",5,0,7,1,1,2
"tRF-35-9EDJHP3R6J9KIW",1,0,5,0,0,0
"tRF-35-9JKL0653L45SB1",0,0,0,1,0,0
"tRF-35-9KIWRNL3KQNKW1",7,1,5,0,0,2
"tRF-35-9LON4VN1EH6KK8",1,0,2,0,1,0
"tRF-35-9MV47P596VW631",3,0,14,0,0,3
"tRF-35-9MVH7P59N3Z6KP",25,3,57,8,6,11
"tRF-35-9MVKS4I7LZ93Q0",0,0,0,0,0,3
"tRF-35-9MVKS4I7LZM370",0,0,3,0,0,0
"tRF-35-9N1EWJQ72S3HPS",2,0,7,0,0,0
"tRF-35-9NF5W8E7OMJHHS",0,0,0,0,1,0
"tRF-35-9O08F4BDNZ8O6F",2,0,0,0,0,0
"tRF-35-9RQ4R9O1KI38U6",0,0,0,0,1,0
"tRF-35-9ZFH690M0RHB26",1,0,1,0,0,0
"tRF-35-B162XB0ZZRD226",4,0,4,1,0,0
"tRF-35-B2Y0FD2F37YF7D",5,1,8,0,0,0
"tRF-35-BDHPIWOMXF026Z",1,0,6,0,2,0
"tRF-35-BF82Z4D7OOJ0QX",2,0,8,1,0,0
"tRF-35-BKZ3R9512R12L6",0,0,0,0,0,1
"tRF-35-BLHKFZB1KZI9U6",0,0,3,0,0,0
"tRF-35-BP5E387SDRJHR1",0,0,0,1,0,0
"tRF-35-BQJE9UHY0DFKN5",4,0,0,4,1,2
"tRF-35-BX1WZ4RZDMKNR7",0,0,0,1,0,0
"tRF-35-D4ZWRNU3KQ9MV1",1,0,13,0,0,1
"tRF-35-D5EUB4ZPEK45H5",3,0,23,0,0,3
"tRF-35-D7OK8Y19O182RK",1,0,0,0,0,0
"tRF-35-D8YJE76INB8PLM",0,0,5,0,0,0
"tRF-35-DBNIB9I1KQSX0D",19,0,61,5,7,9
"tRF-35-DEU2O1B54ZUPX1",2,0,5,0,0,0
"tRF-35-DFZ2NLD7B2JK7P",0,0,2,0,0,0
"tRF-35-DI2OOIQO4QPRJW",0,0,5,0,0,1
"tRF-35-DP4PZKFJ7PEUFM",0,0,7,0,0,0
"tRF-35-EFOK8YR951K36D",1,0,0,0,0,0
"tRF-35-EH623K7SIR3DR2",3,0,1,1,0,2
"tRF-35-EO7N987X1RJYSX",1,0,0,0,0,1
"tRF-35-EWBMU00KRX67NZ",1,0,2,1,0,0
"tRF-35-EZ5P1OHE10NO0R",0,0,5,0,0,0
"tRF-35-F0I71NLI38NJW1",1,0,3,2,0,0
"tRF-35-F0IURNL3KZM8W1",4,0,3,0,1,1
"tRF-35-F0IV1NL33VL8W1",1,0,0,1,1,0
"tRF-35-F0S7RNLJKP9BK1",1,0,0,0,0,0
"tRF-35-F5W8E7OMJHHS19",1,0,11,1,0,4
"tRF-35-F8WO6V9EUK46S9",0,0,7,0,0,0
"tRF-35-FBQ622EVUIJVK6",1,0,0,0,3,0
"tRF-35-FDXXE6XRK4WO2F",45,1,206,13,9,11
"tRF-35-FJIYEVFMD0SRMN",0,0,0,0,1,0
"tRF-35-FK8SR9BM32LJK6",2,0,0,0,0,0
"tRF-35-FMF07V7N232WMK",1,0,0,0,0,0
"tRF-35-FN7BWU2F5JYH0R",8,0,110,4,1,9
"tRF-35-FND0B601WZ03O6",21,0,14,5,1,0
"tRF-35-FOU5XBINVDRI2Q",0,0,0,0,1,0
"tRF-35-FP18LPMBQ4NKKQ",2,0,6,0,0,0
"tRF-35-FQ9D9OHXDD1KYK",2,0,0,0,0,0
"tRF-35-FQU1ZX1XDEU2O1",1,0,0,0,0,0
"tRF-35-FR83DNPEEXI9X6",1,0,0,0,0,5
"tRF-35-FSXMSL73VL4YMY",60,3,69,6,13,8
"tRF-35-H0PMF732Q86N7K",1,0,0,0,0,0
"tRF-35-H4SXQ3V2Y7RZ81",0,0,0,0,0,1
"tRF-35-HB4E01179O08F4",1,0,5,0,0,0
"tRF-35-HFNBDWY2MJ8F81",1,0,0,0,1,0
"tRF-35-HJPN6IWOYO1N3K",1,0,0,0,0,0
"tRF-35-HJPN6IWOYO1N7K",0,0,0,1,0,2
"tRF-35-HMI8W47W1R7HFE",147,7,1410,22,28,114
"tRF-35-HPD3XW7616MSRM",14,1,6,0,3,0
"tRF-35-HPD3XW76D6MSRM",3,0,0,0,0,0
"tRF-35-HPDEWP7SER9I69",1,0,0,0,0,0
"tRF-35-HPDEXP7S1RXSMM",1,0,0,0,0,0
"tRF-35-HPDJXW7SD6MSRM",4,0,3,1,0,0
"tRF-35-HR94SX73V2Y8L9",2,0,0,0,0,0
"tRF-35-HXD3KY7SHRRNWJ",0,0,0,0,1,0
"tRF-35-HXDD1KYK37ZXK1",2,0,3,1,0,0
"tRF-35-HY0DFKN5ORNQY1",1,0,1,0,0,0
"tRF-35-HY13KK761RNNMJ",3,0,0,0,0,0
"tRF-35-HYD3MU7SF725RJ",1,0,0,0,0,0
"tRF-35-I1539U7SF7276J",0,0,0,0,0,1
"tRF-35-I1KQSX0DIJZ726",0,0,10,0,0,0
"tRF-35-I2UKJ6P9M0NK5Y",1,0,0,0,0,0
"tRF-35-I34JRX6N38Z906",0,0,6,0,0,2
"tRF-35-I3SERXPIN24YDR",1,0,0,0,0,0
"tRF-35-I3VF4YOZXEKJDR",0,0,1,0,0,0
"tRF-35-I3Z9HMI8W47W1R",37,1,112,4,4,2
"tRF-35-I7JKIKYUY9H33P",0,0,0,0,0,1
"tRF-35-I8EWBMU00KRX67",3,0,20,2,4,4
"tRF-35-ISQI45LSM1M3WE",10,1,34,0,8,11
"tRF-35-IWOMXF026ZEDKZ",3,0,37,0,0,0
"tRF-35-J25R93WB86QKP9",1,0,9,0,0,0
"tRF-35-J36RRNLIK8V8O1",1,0,0,0,0,0
"tRF-35-J4S2I7L7P5QK11",2,0,0,0,0,1
"tRF-35-J87383RPD9W1X6",3,0,16,1,0,0
"tRF-35-J8WPMN1E8Y7Z2R",0,0,0,1,0,0
"tRF-35-JB5Y13W087W4SV",1,0,0,0,0,0
"tRF-35-JBRR93W0K67205",0,0,0,1,0,0
"tRF-35-JBRYMW8B8HWKS5",0,0,4,0,0,0
"tRF-35-JE9UHY0DFKN5OR",1,1,14,0,0,0
"tRF-35-JF09R9OML32826",2,0,6,0,0,0
"tRF-35-JJ6RRNLIK898O1",47,3,76,8,2,0
"tRF-35-JKIWRNL3K5NK71",1,0,0,0,0,0
"tRF-35-JKIWRNL3KQNK71",7,0,42,0,1,0
"tRF-35-JN5VF3R3ZV1RY1",4,0,22,1,0,2
"tRF-35-JQJYSWRYVMMV5B",335,6,2875,56,34,190
"tRF-35-JVK697BOJ8N981",1,0,5,0,0,0
"tRF-35-JYOYUE4BOPRN11",1,0,9,0,0,5
"tRF-35-JYSWRYVMMV5BU6",6166,137,12590,563,428,3045
"tRF-35-K0SVRNLDKWEKK1",0,0,0,1,0,0
"tRF-35-K5I34JRX6N38Z9",18,0,7,0,1,1
"tRF-35-K84J83ML5F924Z",1,0,0,0,0,0
"tRF-35-K8HJ83ML5F82NZ",13,0,29,3,5,5
"tRF-35-KF9MVH7P59N3Z6",10,1,11,1,1,1
"tRF-35-KISBQONPJX0ZY0",0,0,6,0,0,0
"tRF-35-KK91M3WD8SS46D",1,0,0,0,1,1
"tRF-35-KKM1M3WD8S746D",10,3,17,3,0,0
"tRF-35-KKSWRNLJK578Q1",1,0,0,0,0,0
"tRF-35-KL9MVH7P59N3Z6",5,0,4,1,0,0
"tRF-35-KPQJ3KYU4RRWRB",5,2,13,1,0,0
"tRF-35-KQI34JRX6N38Z9",10,0,3,1,0,0
"tRF-35-KS3W2VR008R959",7,0,0,0,0,0
"tRF-35-KUB4Z3V5393L41",2,0,12,0,0,0
"tRF-35-KY73436X6NMHN9",1,1,0,0,0,2
"tRF-35-KY7343RX6NMH49",80,5,140,3,4,13
"tRF-35-L47Z8L8NRS9NS3",11,0,42,0,0,0
"tRF-35-L85DMKYOYRLHR0",10,1,15,3,1,6
"tRF-35-L85DMKYUYRLHR0",201,9,282,31,27,31
"tRF-35-L85J3KYUYR66IF",2,0,0,0,0,0
"tRF-35-LBRY73W0K5KKOV",2,0,0,0,0,0
"tRF-35-LPD3387SFRJ4O1",3,0,0,0,1,0
"tRF-35-LQ947673FEWS3V",6,0,3,0,0,0
"tRF-35-LQR47673FEWS3V",0,0,2,0,0,0
"tRF-35-LR6XQ6S8V0JUO9",1,0,6,1,0,0
"tRF-35-LSXMSL73VL4YMY",0,0,1,0,0,0
"tRF-35-LY7L73HQP0IRJ9",5,0,11,3,0,0
"tRF-35-M0DZ9EW6RERNLN",0,0,0,1,0,1
"tRF-35-M2OSRN2NKSEK51",1,0,8,0,0,0
"tRF-35-M2OSRNLNKSEK51",7,1,35,3,1,5
"tRF-35-M91YIF54RNZFS7",1,0,0,0,0,0
"tRF-35-MH490VL8K87SIR",1,0,13,0,0,0
"tRF-35-MIF91SS2P46INO",1,2,9,0,0,0
"tRF-35-MIF91SS2P4FINO",0,0,0,1,0,0
"tRF-35-MLHVHBEXBIYFSP",0,0,5,1,0,0
"tRF-35-MN1E8Y7Z2R14PS",0,0,5,0,0,0
"tRF-35-MV9JKL0653L45S",0,0,7,0,1,1
"tRF-35-MZ3L7L73V6M9P9",6,0,3,0,0,0
"tRF-35-N0RR1380877S6V",11,0,0,0,1,1
"tRF-35-N3R718YKISQI45",7,1,7,0,0,1
"tRF-35-N7S3S3RX8HYV45",0,1,0,0,0,1
"tRF-35-NBRRX3W0365065",0,0,0,1,0,0
"tRF-35-NBRRX3WB365K65",1,0,0,0,0,0
"tRF-35-NBRSX3W0362865",1,0,0,0,0,1
"tRF-35-NDBP1IUUK7VZ0R",0,0,3,0,0,0
"tRF-35-NK5Y93W086W8SV",0,1,0,0,0,0
"tRF-35-NP5EYONONU3IND",5,2,60,1,1,2
"tRF-35-NPNYRVU4727OFI",4,0,3,0,0,0
"tRF-35-NS56O2Z0R9OM39",0,0,2,0,0,0
"tRF-35-O045DBNIB9I1KQ",2,0,0,0,0,0
"tRF-35-O0789NLJK1JKE1",5,0,4,0,1,0
"tRF-35-O2Z0R95M3973L6",1,0,12,0,1,0
"tRF-35-O2Z0R9OM3973X6",1,0,0,0,0,0
"tRF-35-O2ZFR95MN1Q3L6",2,0,19,0,1,2
"tRF-35-O7M8LOMLQHWU46",1,0,0,0,0,0
"tRF-35-OB9ZFH690M0RHB",2,0,0,0,1,0
"tRF-35-OKNH99OMEMR326",1,0,0,0,0,0
"tRF-35-OR183O9EDJHP3R",21,1,118,2,0,3
"tRF-35-OUR8309NDJ58EV",1,0,0,0,0,0
"tRF-35-P21MNKYUPR18B6",1,0,0,0,0,0
"tRF-35-P4R8YP9LON4VN1",148,6,80,13,9,8
"tRF-35-PE0IOB9ZFH690M",2,0,5,2,0,0
"tRF-35-PI673OPP6N7KYU",0,0,0,0,0,2
"tRF-35-PIN24YDRFU8U76",9,0,44,2,1,8
"tRF-35-PLQVNRDF7UK87S",0,0,7,0,0,0
"tRF-35-PN6ISBWOFFR3VJ",1,0,0,0,0,0
"tRF-35-PNB7ZO7OFND0B6",1,0,0,0,0,0
"tRF-35-PP6N7KYUSR0SRL",0,0,1,0,0,0
"tRF-35-PS5P4PW3FJHPEZ",17,1,7,1,4,6
"tRF-35-PSQP4PW3FJI0E7",43,4,64,4,6,3
"tRF-35-PSQP4PW3FJIKE7",2327,185,2591,270,239,242
"tRF-35-PW5SVP9N15WV7W",193,10,188,21,27,40
"tRF-35-Q01M3KYOHR6HFR",0,0,19,0,0,0
"tRF-35-Q1Q89P9L8422YR",135,5,189,11,6,11
"tRF-35-Q3V2Y7RZ81J36R",1,0,0,0,0,0
"tRF-35-Q4NKKQBRFKWE6M",3,0,2,0,0,1
"tRF-35-Q622EVUIJVK697",1,1,2,0,2,0
"tRF-35-Q72S3HPSR95933",0,0,0,0,0,1
"tRF-35-Q86N7KYUSRHYRS",1,0,3,1,0,4
"tRF-35-Q99P9P9NH57S36",188,13,319,17,10,23
"tRF-35-QI45LSM1M3WE8S",3,0,13,0,0,4
"tRF-35-QKF1R38E8RO86J",55,3,87,8,3,1
"tRF-35-QKF1R3WE8RO86J",462,28,550,35,38,33
"tRF-35-QNR8VP9LFQFY39",1,0,0,0,0,0
"tRF-35-QO945NB2NZW7O6",47,1,25,2,3,21
"tRF-35-QP4PW3FJI0E7UM",0,0,3,0,0,1
"tRF-35-QP4PW3FJIKE7UM",0,0,4,0,3,0
"tRF-35-QR535Z8LZBZFD9",0,0,5,0,0,0
"tRF-35-R008R959KUMKF6",6,0,7,0,4,0
"tRF-35-R008R9D9KUMKF6",0,0,8,0,0,0
"tRF-35-R29P4P9L5HLVYV",1,0,0,0,0,1
"tRF-35-R828FEZ8I7JKIK",1,0,0,0,0,0
"tRF-35-R918VBY9PYKHM2",2,0,0,0,0,0
"tRF-35-R9J89O9NF5W8E7",19,4,30,3,4,7
"tRF-35-R9JP9P9NH5SYNX",5,0,6,0,0,1
"tRF-35-RK9P4P9L5HMVYV",0,0,4,0,0,0
"tRF-35-RKVP4P93FJIYEV",3,0,0,0,1,0
"tRF-35-RKVPNPML5FZUNF",0,0,0,1,0,0
"tRF-35-RP9830MMUKLY5Z",4,0,2,0,0,0
"tRF-35-RPD9W1X6L85J3K",0,0,1,0,0,0
"tRF-35-RPM8309MUKLY5Z",1,0,0,0,0,1
"tRF-35-RQH3YB2BLE5ZLI",1,0,0,0,0,0
"tRF-35-RVU4727OFIZ9WU",0,0,3,0,0,0
"tRF-35-RX1HZ24UDRD8R7",0,0,0,0,0,2
"tRF-35-RX6NMH490VL8K8",2,0,4,0,0,0
"tRF-35-RXPIN24YDRFU8U",1,0,0,0,0,1
"tRF-35-RZYQHQ9M739P8W",25,1,191,3,0,2
"tRF-35-S2I7L7K5QKF1M3",0,0,0,1,0,0
"tRF-35-S2I7L7P5QK11M3",19,1,35,3,5,7
"tRF-35-S998LOW3VHM96Y",0,0,1,0,0,0
"tRF-35-SP5830MMUKLYM9",25,1,21,2,3,3
"tRF-35-U29F51MLHVHBEX",1,0,0,0,0,0
"tRF-35-U37Y93Y086Z34J",1,0,5,0,0,0
"tRF-35-U47P299DWUH6QE",0,0,3,0,0,0
"tRF-35-U5XBINVDRI2Q2R",0,0,1,0,0,0
"tRF-35-U8HPDE8P7SER9I",0,0,6,0,0,0
"tRF-35-UDM0IBB7Z92K01",0,0,0,0,0,1
"tRF-35-UE02K0F78BP7JL",2,0,2,0,0,0
"tRF-35-UHM7OXMEJB59J3",2,0,0,0,0,0
"tRF-35-UK2YP940KK5Y93",1,0,0,0,1,0
"tRF-35-UKJ6P9M0NK5Y93",2,0,6,0,0,1
"tRF-35-UKJYP940KK5Y93",3,0,0,0,1,0
"tRF-35-UKM759MEJB5Y13",1,0,0,0,0,0
"tRF-35-UKM7OZMEJB5Y13",2,0,0,0,0,0
"tRF-35-V0J6OZYEN0RR13",0,0,9,0,0,0
"tRF-35-V0JZOYJE22RR33",0,0,7,0,0,1
"tRF-35-V25Z2IUIX1Q7O6",13,0,47,1,0,0
"tRF-35-V29K9UV36562IZ",2228,102,11952,239,273,686
"tRF-35-V2Y7RZ81JJ6RRN",1,0,0,0,0,0
"tRF-35-V2Y8L981PV6RRN",14,0,46,7,2,10
"tRF-35-V2Y8LZ81PV6RRN",0,0,0,0,0,1
"tRF-35-V470VR3196L85D",0,0,0,1,0,0
"tRF-35-V47P596VW631QJ",0,0,10,0,0,0
"tRF-35-V47PU9XW983FPD",2,0,0,0,0,3
"tRF-35-V8WPMN1E8Y7Z2R",4,0,5,0,0,0
"tRF-35-VEX0K3XN13QXQW",5,0,10,0,0,3
"tRF-35-VF4YO9XEKJ5R5N",0,0,11,1,0,2
"tRF-35-VH9154SX1HN2ZP",2,0,0,0,0,0
"tRF-35-VHJYOZ4E8BR9M3",2,0,0,0,0,0
"tRF-35-VHJYOZ4E8BRY93",42,2,109,5,15,18
"tRF-35-VP9N15WV7W6SJF",4,0,0,0,0,0
"tRF-35-VUY9Q9R4L2RRM3",7,1,10,1,2,12
"tRF-35-VUY9Q9R4X2RRM3",4,0,5,1,0,0
"tRF-35-VUY9QZR4L2RRM3",5,0,48,6,4,8
"tRF-35-VUY9RZRML2RRM3",3,0,11,1,1,1
"tRF-35-W631QJ3KYUYRR6",0,0,2,0,1,1
"tRF-35-WBOJFZ2DN1RJY6",5,1,3,0,0,3
"tRF-35-WJQ72S3HPSR959",12,0,63,4,2,7
"tRF-35-WO1M38YU8SRZMF",0,0,0,0,1,0
"tRF-35-WOFFR3VJ4ZZ526",0,0,7,0,0,0
"tRF-35-WP9N1EWJQ72S3H",0,0,1,0,0,0
"tRF-35-WU1M70YU890HRF",21,1,19,0,2,1
"tRF-35-WU1M70YUP90HRF",314,25,325,34,28,48
"tRF-35-WU1MN0YU09FKRF",5,3,0,1,1,0
"tRF-35-WU1MN0YUP9F2RF",15,1,15,3,0,0
"tRF-35-WU2F5JYH0RYNUR",3,0,7,0,0,0
"tRF-35-WUH6QE30YOS9R8",2,0,0,0,0,0
"tRF-35-WURMJKYOSR99RH",4,0,15,1,2,4
"tRF-35-WXQZR44ER81XDD",6,0,22,0,0,3
"tRF-35-XENDBP1IUUK7VZ",1,0,19,0,0,0
"tRF-35-XF026ZEDKZIXK6",2,0,0,1,0,0
"tRF-35-XJE76INB8PLML3",0,0,18,0,0,1
"tRF-35-XKS6RN23KYY8Q1",0,0,4,0,0,2
"tRF-35-XNXW83X4J09KZY",0,0,11,0,0,0
"tRF-35-XR6XQ6S8V0JUO9",0,0,1,0,0,0
"tRF-35-XSXMSL73VL4YMY",266,16,279,25,44,50
"tRF-35-XXI363U0EZY9X1",5,1,25,0,0,2
"tRF-35-XY6RHDK2RSI2WB",1,0,0,0,0,0
"tRF-35-Y3E7QN7JLP21W3",0,0,12,0,0,0
"tRF-35-Y5KKM1M3WD8S74",0,0,0,1,0,0
"tRF-35-Y6V4V47Q2WNIYF",1,0,0,0,0,0
"tRF-35-Y8L981PV6RRNLN",37,4,157,16,5,17
"tRF-35-Y91293WEW6VM4J",0,0,0,1,0,0
"tRF-35-YJE76INB8PLML3",17,2,145,1,2,12
"tRF-35-YJE76IZB8PLML3",2,0,10,0,0,5
"tRF-35-YKFN8DYDZDL9X1",5,0,25,0,0,0
"tRF-35-YKISQI45LSM1M3",27,0,68,4,2,10
"tRF-35-YKWIR959MIL0O6",1,0,2,0,0,2
"tRF-35-YKWIR9OMMIL0O6",1,0,5,0,0,0
"tRF-35-YMENL725QB1MK8",0,0,6,0,0,0
"tRF-35-YP9LON4VN1EH6K",1,1,0,0,0,0
"tRF-35-YQHQ9M739P8WQ0",19,1,104,4,3,5
"tRF-35-YR94SX73V2Y8L9",2,0,0,1,0,0
"tRF-35-YSV4VH7Q2QW18F",2,0,0,0,0,0
"tRF-35-YUF0JI8B3VMKNR",1,0,0,0,0,0
"tRF-35-YYV4V47Q2WW18F",1,0,1,0,0,0
"tRF-35-Z2NLD7B2JK7PP9",8,0,41,1,1,4
"tRF-35-Z4D7OOJ0QXL13X",3,0,0,0,0,0
"tRF-35-Z6V6Z3M8ZLSSXU",1,0,8,0,1,0
"tRF-35-Z87ID890YBOZZ7",0,0,0,0,1,0
"tRF-35-Z9HMI8W47W1R7H",1,0,14,1,0,2
"tRF-35-ZEVKXZFYYDU37Y",1,0,0,0,0,0
"tRF-35-ZKXXI363U0EZY9",0,0,4,0,0,0
"tRF-35-ZLBS5EOB3ZY61D",1,0,0,0,0,1
"tRF-35-ZUV0UEDP5IUDK7",1,0,0,0,0,0
"tRF-35-ZZJQJYSWRYVMMV",1,0,7,0,0,0
"tRF-36-00BY4D84KRIMUFB",1,0,6,0,0,0
"tRF-36-0668K87SERM492B",32,4,26,1,1,4
"tRF-36-0KFMNKYUHRF8X7D",0,0,0,0,1,0
"tRF-36-0MFN7BWU2F5JYHB",2,0,0,0,0,1
"tRF-36-0UFMQKYU0RSSX7D",0,1,0,0,0,0
"tRF-36-0VL8K87SIRMM12B",34,3,14,2,2,0
"tRF-36-11W4QFE3FVSYERB",0,0,0,1,0,0
