"","SRR19241977","SRR19241978","SRR19241979","SRR19241980","SRR19241981","SRR19241982","SRR19241983","SRR19241984"
"tRF-44-I3SERUPIN24YDRFUJK",0,0,0,0,0,4.46,0,0
"tRF-44-I3Z9HMI8W47W1R7HE6",112.53,71.75,126.35,102.84,39.75,49.02,31.97,54.5
"tRF-44-I89NJ4S2I7L7P5QKE9",0,0,0,0,0,4.46,0,0
"tRF-44-I8EWBMU00KRX67NZ2V",9.12,0,7.02,0,8.83,4.46,9.13,7.79
"tRF-44-IPD7VIZKXXI363U0EQ",0,0,3.51,0,13.25,4.46,0,0
"tRF-44-IPRVYJ9XEO7N987XFD",0,0,7.02,0,4.42,0,0,0
"tRF-44-IVBNL0DFQ9B1XSRIJ2",0,0,0,0,4.42,8.91,13.7,31.14
"tRF-44-IWOMXF026ZEDKZIX1J",3.04,230.62,21.06,179.97,260.56,236.18,182.69,155.7
"tRF-44-IZ6N4P64R9598LS7EV",0,5.12,0,6.43,0,0,0,3.89
"tRF-44-J0DPZOIPD7VIZKXXF4",6.08,0,24.57,6.43,0,4.46,0,3.89
"tRF-44-J811IK78NUB6QZRK25",3.04,0,0,0,0,0,0,0
"tRF-44-JD22PZ20K91O7VD5KF",0,0,0,0,0,4.46,0,0
"tRF-44-JE9UHY0DFKN5ORNQK1",0,0,7.02,0,0,4.46,0,0
"tRF-44-JIH6Z3NPPRBBZY7FE5",3.04,0,0,0,0,0,0,0
"tRF-44-JM8R90Q4R9OMKIWUFV",0,0,3.51,0,0,0,0,0
"tRF-44-JMRPFQJDZXHY13KK25",0,0,0,0,0,0,0,3.89
"tRF-44-JMRPFQRDWXHR13M825",0,0,0,0,0,0,4.57,0
"tRF-44-JMRPFQRDWXHR13M82Q",0,0,0,0,0,0,4.57,0
"tRF-44-JMW9RKM87SDR26N1E2",0,0,0,0,4.42,0,0,0
"tRF-44-JMW9RKM87SDR2SN1E2",6.08,0,17.55,0,4.42,0,0,3.89
"tRF-44-JN5XR4NPNNBX1WZ42E",79.07,30.75,80.72,70.7,22.08,13.37,13.7,11.68
"tRF-44-JYOYUE4BOPRN11WZK1",0,0,0,0,0,4.46,9.13,0
"tRF-44-JYRN8RQFR9OMN1OX1V",3.04,0,0,0,0,0,0,0
"tRF-44-JYXZX5Q4R9OMKM4W1V",6.08,0,10.53,0,0,0,0,0
"tRF-44-K34ZMKQ4R9OMK1QVFV",6.08,0,0,0,4.42,0,0,0
"tRF-44-K3JZL4Q4R9OMK1QVFV",0,0,3.51,0,0,0,0,0
"tRF-44-K3XN13QXQWUID4ZWIZ",0,0,3.51,0,0,0,0,0
"tRF-44-KB0MFN7BWU2F5JYHEJ",3.04,0,0,0,0,0,0,0
"tRF-44-KISBQONPJX0ZY0YBIE",0,0,3.51,0,0,0,0,0
"tRF-44-KN7IZFLWRNLEKQ3SJM",0,0,0,6.43,0,0,0,0
"tRF-44-L47Z8L8NRS9NS3341S",9.12,25.62,21.06,0,4.42,22.28,27.4,11.68
"tRF-44-L7P5QK11M3WE8SP6JU",0,0,3.51,0,0,0,0,0
"tRF-44-L7S5QKF1R38E8RO8IS",3.04,5.12,0,0,0,0,0,0
"tRF-44-L7S5QKF1R3WE8RO8IS",48.66,0,66.68,6.43,4.42,13.37,13.7,7.79
"tRF-44-L981PV6RRNLNK88KHR",0,0,3.51,0,4.42,8.91,0,0
"tRF-44-LPMBQ4NKKQBRFKWEI7",0,0,3.51,0,4.42,0,4.57,0
"tRF-44-LY7L73HQP0IRJ9ZHEJ",0,0,0,0,0,0,0,3.89
"tRF-44-N0X0JYOYUE4BOPRNE9",0,0,0,0,4.42,0,0,0
"tRF-44-N1EH6KK87SIRM1DVE2",0,5.12,0,0,0,0,0,0
"tRF-44-N3R718YKISQI45LS19",0,0,0,0,4.42,0,0,0
"tRF-44-NIB9I1KQSX0DIJZ7FV",9.12,66.62,35.1,51.42,97.16,129.23,109.61,66.17
"tRF-44-NMEH623K7SIR3DR2I2",0,0,0,0,0,4.46,0,0
"tRF-44-NPJX0ZY0YB5XF20OFV",0,0,0,0,0,0,0,3.89
"tRF-44-NPNYRVU4727OFIZ9JP",0,0,0,0,4.42,0,4.57,0
"tRF-44-NPPRBBZY7FERBLB3E2",0,5.12,0,0,0,4.46,0,0
"tRF-44-NSRV50SRRN2EK8E01J",0,0,3.51,0,0,0,0,0
"tRF-44-NW1YBL2HI3Z9HMI8JN",0,0,3.51,0,0,0,0,0
"tRF-44-NY8B7OIQ1IBM4LV72V",0,10.25,0,6.43,8.83,4.46,9.13,3.89
"tRF-44-NYH2SBUL6JYBKRYNJO",0,0,0,0,13.25,0,4.57,3.89
"tRF-44-O9XEKJ5R5N23489B15",0,0,3.51,0,0,0,0,0
"tRF-44-OB1690PQR39IXBKJKP",0,0,7.02,0,0,0,0,0
"tRF-44-OE0D58ZZJQJYSWRY2Z",48.66,25.62,45.63,12.85,0,4.46,9.13,11.68
"tRF-44-OJI8EWBMU00KRX67HQ",0,5.12,3.51,0,0,0,4.57,0
"tRF-44-OYUE4BOPRN11WZY1E2",0,25.62,3.51,0,13.25,13.37,13.7,31.14
"tRF-44-P2PSSELQBDYBEZ03FX",0,0,0,0,13.25,0,4.57,0
"tRF-44-P4R8YP9LON4VN1EHIS",0,0,7.02,6.43,0,0,0,0
"tRF-44-P6URLBINRXURYRSIE2",0,0,0,0,8.83,4.46,4.57,0
"tRF-44-PN6ISBWOFFR3VJ4ZKO",0,5.12,0,0,4.42,0,0,3.89
"tRF-44-PNR8YP9LON4V4REHIS",6.08,5.12,3.51,0,0,13.37,0,0
"tRF-44-PNR8YP9LON4VN1EHIS",27.37,30.75,28.08,32.14,22.08,13.37,13.7,7.79
"tRF-44-PSQP4PW3FJIKE7UM1H",0,0,0,6.43,0,0,0,0
"tRF-44-PSQP4PW3FJIKE7UMJH",0,0,0,0,0,4.46,0,0
"tRF-44-PY8HM2OSRN2NKSEKH9",0,0,14.04,0,0,4.46,9.13,0
"tRF-44-PY8HM2OSRNLNKSEKH9",36.5,5.12,52.65,0,0,22.28,13.7,11.68
"tRF-44-Q1Q89P9L8422YRI7J8",3.04,0,0,0,0,0,0,0
"tRF-44-Q622EVUIJVK697BO10",3.04,0,0,6.43,0,0,0,0
"tRF-44-Q72S3HPSR95933JK0V",0,5.12,0,0,4.42,4.46,0,0
"tRF-44-Q99P9P9NH57S362VH6",0,0,10.53,0,0,8.91,0,3.89
"tRF-44-QI45LSM1M3WE8SSPI6",6.08,5.12,0,0,0,0,4.57,0
"tRF-44-QNR8VP94FQFY392JFE",6.08,10.25,0,0,4.42,4.46,4.57,0
"tRF-44-QNR8VP9LFQFY392JFE",0,0,3.51,0,0,0,0,0
"tRF-44-QNR8VP9NFQFY392JFE",0,5.12,14.04,0,0,0,0,3.89
"tRF-44-QP4PW3FJIKE7UMKK2K",3.04,0,0,0,0,0,0,0
"tRF-44-QQKNR7VJKOBNZ3PDJ2",0,0,0,0,0,0,4.57,0
"tRF-44-QQMJKLKSBE78YLKZ1K",0,0,0,0,0,0,4.57,0
"tRF-44-QZR44ER81XDDZZ4YE2",0,35.87,0,44.99,8.83,8.91,18.27,19.46
"tRF-44-R9J89O9NF5W8E7OMF9",6.08,0,0,0,4.42,0,0,0
"tRF-44-RWD8YJE76INB8PLM1S",3.04,0,0,0,0,0,0,0
"tRF-44-RZYQHQ9M739P8WQ0EB",1657.49,543.24,2397.15,2159.63,278.23,445.62,324.27,323.08
"tRF-44-S79PVOEOU5JMZLBSHX",0,0,3.51,0,0,0,0,0
"tRF-44-S998LOW3VHM96YYD16",0,0,3.51,0,0,0,0,0
"tRF-44-S998LOW3VHM96YYDJ6",0,0,3.51,0,0,0,0,0
"tRF-44-S9ME6KM87SDR2ZNDE2",0,5.12,0,0,0,0,0,0
"tRF-44-SERXPIN24YDRFU8U25",0,0,7.02,0,0,0,0,0
"tRF-44-SL735L8RPY8HM2OSIZ",0,0,0,0,8.83,0,0,0
"tRF-44-SL73VL8RPY8HM2OSIZ",0,0,0,0,0,4.46,0,0
"tRF-44-U1BDHPIWOMXF026ZEL",0,0,3.51,0,0,0,0,0
"tRF-44-U736DFHFNBDWY2MJJ1",0,0,0,0,4.42,4.46,0,0
"tRF-44-UE15MXE92NBX7ZOO1E",0,0,0,0,0,0,4.57,0
"tRF-44-UEVBWXQZR44ER81X0X",0,5.12,14.04,0,0,0,0,0
"tRF-44-UF202RBZ0IV25Z2I2R",0,0,3.51,0,0,0,0,0
"tRF-44-UFQQKNR7VJKOBNZ3IF",0,0,3.51,0,0,0,0,0
"tRF-44-UOL47Z8L8NRS9NS31N",15.21,15.37,17.55,19.28,8.83,17.82,13.7,0
"tRF-44-V29K9UV36562IZ6NH2",6.08,0,3.51,0,0,0,0,0
"tRF-44-V36562IZ6N4P64R9IE",3.04,0,0,0,0,0,0,0
"tRF-44-VBWXQZR44ER81XDDKQ",0,5.12,0,0,4.42,0,4.57,7.79
"tRF-44-VEX0K3XN13QXQWUI0Z",0,0,7.02,0,4.42,0,0,3.89
"tRF-44-VIJMRPFQJDZXHY131H",0,5.12,0,0,0,0,0,0
"tRF-44-VIZKXXI363U0EZY9JR",0,5.12,0,6.43,4.42,8.91,0,3.89
"tRF-44-VOEOU5JMZLBS5EOB1Q",0,0,3.51,0,0,0,0,0
"tRF-44-VP941QKS3W2VR0082E",3.04,0,3.51,0,0,0,4.57,0
"tRF-44-WKKQ0ROB9Y7Q078S2W",0,0,3.51,0,0,0,0,0
"tRF-44-WLBSDE287SBRMR71J2",0,0,3.51,0,0,0,0,0
"tRF-44-WLBSDEL87SBRMR71J2",0,0,3.51,0,0,0,0,0
"tRF-44-WLV47PU9XW983FPDHK",0,0,0,0,0,4.46,0,0
"tRF-44-WP9N1EWJQ72S3HPS2E",0,0,0,0,4.42,0,0,0
"tRF-44-WXH913M87SFR2W9JI2",0,5.12,0,0,0,0,0,0
"tRF-44-WYVNOE0D58ZZJQJY2K",0,0,3.51,0,0,0,0,3.89
"tRF-44-X0JYOYUE4BOPRN11JQ",0,0,0,6.43,0,0,0,3.89
"tRF-44-X3OJI8EWBMU00KRXIV",0,20.5,3.51,12.85,13.25,8.91,4.57,19.46
"tRF-44-XL5LDOV2QXBR3XZ7E2",0,0,0,0,4.42,0,0,0
"tRF-44-XXE6XRK4WO2F9IY9E2",18.25,404.87,14.04,359.94,410.72,392.14,292.3,307.51
"tRF-44-Y0YB5XF20O27NXJ4E2",0,5.12,0,6.43,8.83,4.46,9.13,19.46
"tRF-44-Y2HZFZ93QO945NB2HQ",3.04,15.37,7.02,0,4.42,13.37,0,3.89
"tRF-44-YDY6IO43ZU2FYOB0FB",0,0,0,0,0,8.91,0,0
"tRF-44-YFLPD3387SFRJ4O1E2",0,0,0,0,0,4.46,0,0
"tRF-44-YJ9XEO7N987X1RJY23",0,0,3.51,12.85,0,0,0,0
"tRF-44-YJIO3ZU3U0IO5BKDE3",0,0,0,6.43,0,0,0,0
"tRF-44-YJZ87ID890YBOZZ7HL",3.04,0,0,6.43,0,0,0,0
"tRF-44-YRI7XUK87SIRMJ6VE2",0,0,0,0,0,8.91,0,0
"tRF-44-YZS3XBUOL47Z8L8N2D",3.04,0,0,0,0,0,0,0
"tRF-44-Z3R918VBY9PYKHM2IV",3.04,0,0,0,0,4.46,4.57,3.89
"tRF-44-Z4D7OOJ0QXL13XZ512",27.37,302.37,42.12,263.53,450.46,436.71,264.9,365.9
"tRF-44-Z90668K87SERM492E2",3.04,0,3.51,12.85,0,8.91,4.57,0
"tRF-44-Z9HMI8W47W1R7HFEE2",21.29,809.74,24.57,604.18,702.19,619.41,698.78,685.08
"tRF-44-ZBHFEERZYQHQ9M73KB",0,0,7.02,0,0,0,0,0
"tRF-44-ZO7OFND0B601WZ03HV",0,0,0,6.43,0,4.46,0,15.57
"tRF-44-ZOKB0MFN7BWU2F5JK1",0,0,3.51,0,0,0,0,0
"tRF-44-ZW20YBYL6XDRVQHZE2",0,5.12,0,0,13.25,0,13.7,7.79
"tRF-44-ZX1XDEU2O1B54ZUPJR",0,0,0,6.43,0,0,0,0
"tRF-44-ZY598K587SI7JP8XI2",0,0,0,0,0,0,0,3.89
"tRF-44-ZZJQJYSWRYVMMV5B2V",12.17,20.5,28.08,12.85,39.75,35.65,50.24,38.93
"tRF-45-00BY4D84KRIMUF04QZ",6.08,51.25,28.08,51.42,30.91,13.37,36.54,11.68
"tRF-45-02OL7XDXOMYJZ87ID8",0,0,3.51,0,0,0,0,0
"tRF-45-04SXQ3V2Y7RZ81JJ6R",0,0,0,6.43,0,0,0,0
"tRF-45-0BP12IU5YKFN8DYDZD",0,0,0,0,0,0,4.57,3.89
"tRF-45-0D58ZZJQJYSWRYVMMV",21.29,10.25,31.59,19.28,17.67,26.74,13.7,31.14
"tRF-45-0OBQJE9UHY0DFKN5OR",0,0,3.51,0,0,8.91,4.57,7.79
"tRF-45-1UFQ9D9OHXDD1KYK37",0,0,7.02,19.28,13.25,4.46,18.27,7.79
"tRF-45-1YBL2HI3Z9HMI8W47W",27.37,10.25,14.04,0,0,0,0,0
"tRF-45-1YIPRVYJ9XEO7N987X",21.29,10.25,42.12,25.71,0,4.46,9.13,11.68
"tRF-45-1ZB6BF82Z4D7OOJ0QX",0,0,24.57,0,4.42,0,0,0
"tRF-45-202L2YBE7XO8Q6J6K6",0,15.37,0,12.85,4.42,13.37,9.13,7.79
"tRF-45-202RBZ0IV25Z2IUIX1",0,10.25,0,0,4.42,4.46,9.13,3.89
"tRF-45-22EVUIJVK697BOJ8N9",18.25,97.37,17.55,57.85,61.83,57.93,27.4,19.46
"tRF-45-22PZ20K91O7VD5YEYY",0,0,0,0,8.83,0,0,0
"tRF-45-2BJ65YXENDBP1IUUK7",0,0,0,0,0,4.46,0,0
"tRF-45-2HI3Z9HMI8W47W1R7H",27.37,82,21.06,77.13,114.82,115.86,91.34,124.56
"tRF-45-2IU5YKFN8DYDZDL9X1",39.54,128.12,31.59,192.82,194.32,164.88,205.52,182.95
"tRF-45-2L2YBE7XO8Q6J6K6UD",0,5.12,0,0,0,0,0,7.79
"tRF-45-2OOIQO4QPRJW4DBQ6Z",3.04,5.12,0,12.85,13.25,4.46,4.57,15.57
"tRF-45-2YU04DYJIO3ZU3U0IO",6.08,0,3.51,19.28,4.42,8.91,0,3.89
"tRF-45-389MV47P596VW631QJ",0,0,0,0,4.42,0,4.57,0
"tRF-45-45DBNIB9I1KQSX0DIJ",0,5.12,0,0,0,4.46,0,0
"tRF-45-46S9Y8RH93WB863IP5",3.04,0,7.02,0,0,0,0,0
"tRF-45-46SQYU9H93WB863IP5",3.04,0,0,0,0,0,0,0
"tRF-45-4OFOU5XBINVDRI2Q2R",3.04,0,0,19.28,8.83,0,0,11.68
"tRF-45-4PW3FJIKE7UMKKSWRN",0,5.12,0,0,0,0,0,0
"tRF-45-4QD7OKW419518FMK26",0,5.12,0,0,0,0,0,0
"tRF-45-51MLHVHBEXBIYFSP1N",12.17,5.12,14.04,19.28,0,4.46,0,3.89
"tRF-45-54DFZ2NLD7B2JK7PP9",27.37,76.87,28.08,141.4,150.15,93.58,210.09,202.41
"tRF-45-58ZZJQJYSWRYVMMV5B",15.21,25.62,38.61,12.85,0,4.46,4.57,7.79
"tRF-45-5BF900BY4D84KRIMUF",30.41,205,24.57,122.12,167.82,102.49,105.05,128.45
"tRF-45-5F4YO9XEKJ5R5NL348",0,0,0,0,0,4.46,0,0
"tRF-45-5OD0YIZEF3BLHKFZB1",0,0,0,0,0,0,4.57,7.79
"tRF-45-5XR4NPNNBX1WZ4RZDM",0,0,3.51,0,4.42,8.91,9.13,3.89
"tRF-45-5YXENDBP1IUUK7VZ0R",6.08,66.62,21.06,44.99,44.16,53.47,68.51,58.39
"tRF-45-60MV9JKL0653L45SB1",0,0,0,0,0,4.46,0,0
"tRF-45-6978WPRLXN4VYK7HFK",0,0,0,0,0,4.46,0,0
"tRF-45-6978WPRLXN4VZ87HFK",0,0,3.51,0,0,0,0,0
"tRF-45-6INB8PLML38BWS7209",0,0,0,0,0,0,0,3.89
"tRF-45-6ISBWOFFR3VJ4ZZ526",0,5.12,0,0,8.83,8.91,0,0
"tRF-45-6RH13BDW9NH1NRM5U6",0,0,0,0,39.75,4.46,13.7,19.46
"tRF-45-6XQ6S8V0J8O9YEKPRS",3.04,0,0,0,0,0,0,0
"tRF-45-7383RPD9W1X6L85J3K",3.04,0,0,0,4.42,0,0,0
"tRF-45-779PZBHFEERZYQHQ9M",155.1,30.75,186.02,70.7,30.91,57.93,50.24,15.57
"tRF-45-77R7KE6KM87SDR2ZND",0,0,3.51,0,0,0,0,0
"tRF-45-79MP9P9NH57S362VO0",3.04,0,7.02,6.43,0,4.46,0,0
"tRF-45-79MP9P9NH57S3O2VO0",3.04,0,0,6.43,0,0,0,0
"tRF-45-79MP9PMNH5IS362VO0",6.08,5.12,17.55,0,0,8.91,0,0
"tRF-45-7JE2ONZ2Y91293WEW6",3.04,0,3.51,0,0,0,0,0
"tRF-45-7LI3VF4YO9XEKJ5R5N",0,5.12,0,0,0,0,0,0
"tRF-45-7O58J0K8UMPLBIUBNX",12.17,35.87,17.55,6.43,4.42,31.19,13.7,23.36
"tRF-45-7UD5BU9NZ6V6Z3M8ZL",0,10.25,0,0,0,0,0,0
"tRF-45-7UYK7IVI7O409Z7KZO",0,0,3.51,0,0,0,0,0
"tRF-45-7X0OBQJE9UHY0DFKN5",6.08,0,0,6.43,0,0,0,0
"tRF-45-7Z2R1HPSR9O9337KB6",0,5.12,0,0,0,0,0,0
"tRF-45-7Z8L8NRS9NS334L2H1",51.7,138.37,28.08,122.12,176.65,111.4,82.21,171.27
"tRF-45-83ML5F924ZDRJKW4R9",0,0,0,0,0,4.46,4.57,0
"tRF-45-86V8WPMN1E8Y7Z2R14",6.08,0,0,0,0,4.46,0,0
"tRF-45-87R8WP9N1EWJQ72S3H",3.04,0,3.51,0,0,4.46,9.13,0
"tRF-45-897PVP9N1QKS3W2VR0",0,0,3.51,0,0,0,0,0
"tRF-45-8BPE0IOB9ZFH690M0R",0,5.12,0,19.28,8.83,4.46,9.13,19.46
"tRF-45-8FFDXXE6XRK4WO2F9I",9.12,15.37,10.53,0,13.25,4.46,0,19.46
"tRF-45-8P8NWE6WRNLEK5LYK1",3.04,0,0,0,0,0,0,0
"tRF-45-8PW7W26WRNLEK5LYK1",0,0,3.51,0,0,0,0,0
"tRF-45-8PW7WK6WRNLEK5LYK1",6.08,0,3.51,0,0,4.46,4.57,3.89
"tRF-45-8Q9VZVEH93WB8689SV",0,0,3.51,0,0,0,4.57,3.89
"tRF-45-947L735FJIPZ80JNBV",0,0,0,6.43,0,0,0,0
"tRF-45-94U47P299DWUH6QE30",0,0,3.51,0,0,0,0,0
"tRF-45-94V4SMIFFNKQWYL1M3",0,0,3.51,0,0,0,0,0
"tRF-45-975OD0YIZEF3BLHKFZ",0,0,0,0,4.42,0,0,0
"tRF-45-9D9OHXDD1KYK37ZXK1",6.08,0,0,19.28,17.67,4.46,9.13,15.57
"tRF-45-9LV470JPN1Y6FPZD3K",0,5.12,0,0,0,0,0,0
"tRF-45-9M88I26WRNLEK5YY01",0,0,0,0,0,0,4.57,3.89
"tRF-45-9MV47P596VW631QJ3K",0,0,0,0,0,0,4.57,0
"tRF-45-9NJ4S2I7L7P5QK11M3",3.04,25.62,14.04,6.43,13.25,4.46,4.57,11.68
"tRF-45-9NY5KK91M3WD8SS46D",3.04,0,0,0,0,0,0,0
"tRF-45-9NY5KKM1M3WD8S746D",9.12,0,10.53,0,0,4.46,0,0
"tRF-45-9NZ6V6Z3M8ZLSSXUOL",24.33,15.37,28.08,12.85,13.25,8.91,9.13,7.79
"tRF-45-9O9NF5W8E7OMJHHS19",0,0,0,6.43,0,0,0,3.89
"tRF-45-9PZBHFEERZYQHQ9M73",0,0,0,0,0,0,4.57,0
"tRF-45-B6BF82Z4D7OOJ0QXL1",3.04,5.12,14.04,19.28,4.42,4.46,0,3.89
"tRF-45-BDHPIWOMXF026ZEDKZ",3.04,0,0,0,0,0,0,0
"tRF-45-BF82Z4D7OOJ0QXL13X",0,5.12,3.51,0,8.83,4.46,0,0
"tRF-45-BIUBNXJMFKYOY7N7UF",0,0,0,0,0,0,0,3.89
"tRF-45-BJ8FFDXXE6XRK4WO2F",0,0,3.51,6.43,0,4.46,0,3.89
"tRF-45-BJD5EUB4ZPEK45H5KQ",0,0,3.51,0,0,8.91,0,0
"tRF-45-BL2HI3Z9HMI8W47W1R",6.08,61.5,7.02,44.99,61.83,31.19,41.1,42.82
"tRF-45-BLFXWKKQ0ROB9Y7Q07",0,0,0,6.43,0,0,0,0
"tRF-45-BNFENPNYRVU4727OFI",91.24,92.25,147.41,83.56,88.33,93.58,86.78,108.99
"tRF-45-BU9NZ6V6Z3M8ZLSSXU",36.5,30.75,49.14,25.71,13.25,22.28,27.4,23.36
"tRF-45-BY4D84KRIMUF04QZ45",3.04,10.25,3.51,0,13.25,13.37,18.27,15.57
"tRF-45-BZ0IV25Z2IUIX1Q7O6",316.29,3356.84,379.05,2654.55,4403.07,3765.48,3767.93,4129.95
"tRF-45-BZKEUI1ZXF0N2BD0U6",0,10.25,0,12.85,8.83,4.46,13.7,19.46
"tRF-45-D5BU9NZ6V6Z3M8ZLSS",3.04,30.75,14.04,19.28,35.33,40.11,22.84,19.46
"tRF-45-D5EUB4ZPEK45H5KQBF",3.04,10.25,0,0,0,0,0,0
"tRF-45-DBNIB9I1KQSX0DIJZ7",27.37,153.75,49.14,77.13,83.91,120.32,105.05,93.42
"tRF-45-DF4YO9XEKJ5R5NL348",0,0,0,0,0,4.46,0,0
"tRF-45-DFHFNBDWY2MJ8F81KL",0,5.12,3.51,6.43,17.67,8.91,4.57,23.36
"tRF-45-DFZ2NLD7B2JK7PP9ZZ",3.04,0,3.51,0,0,4.46,9.13,7.79
"tRF-45-DI2OOIQO4QPRJW4DBQ",0,0,0,0,0,0,0,3.89
"tRF-45-DIH8P6URLBINRXURYR",0,0,0,0,0,0,4.57,3.89
"tRF-45-DKNPNOYB7JXNXW83X4",15.21,41,10.53,6.43,22.08,8.91,22.84,31.14
"tRF-45-DXOMYJZ87ID890YBOZ",12.17,15.37,14.04,6.43,8.83,8.91,0,3.89
"tRF-45-DY2EWBOJFZ2DN1RJY6",0,51.25,0,70.7,39.75,44.56,36.54,19.46
"tRF-45-DZ9EW6RERNLN4Q1RV1",0,0,0,6.43,0,8.91,0,0
"tRF-45-EERZYQHQ9M739P8WQ0",76.03,61.5,143.9,122.12,39.75,102.49,95.91,81.74
"tRF-45-EVUIJVK697BOJ8N981",0,51.25,3.51,19.28,66.24,26.74,41.1,35.03
"tRF-45-EWBJUIVFYDNZDNB2Y0",0,0,0,0,4.42,0,0,0
"tRF-45-EZSO1XDXVJUE3QHMY1",0,0,0,0,0,0,0,3.89
"tRF-45-EZU05OJIH6Z3NPPRBB",3.04,0,0,0,0,0,0,0
"tRF-45-EZUMXKS6RN23KYY8Q1",0,0,3.51,0,0,0,0,0
"tRF-45-F91SS2P46INO86RM7K",0,5.12,0,0,0,8.91,0,0
"tRF-45-FDXXE6XRK4WO2F9IY9",15.21,107.62,10.53,70.7,57.41,40.11,59.37,15.57
"tRF-45-FENPNYRVU4727OFIZ9",0,0,0,0,4.42,0,0,7.79
"tRF-45-FJ33DSJOBZBDZ51653",3.04,0,0,0,0,0,0,0
"tRF-45-FN7BWU2F5JYH0RYNUR",12.17,51.25,7.02,19.28,35.33,53.47,41.1,27.25
"tRF-45-FOU5XBINVDRI2Q2RJO",0,0,0,0,0,0,4.57,0
"tRF-45-FV7SQWU1O0789NLMK1",0,0,0,0,4.42,0,0,0
"tRF-45-FX8Q9MYKK6BEZ8XO46",0,0,0,6.43,0,0,0,0
"tRF-45-FXWKKQ0ROB9Y7Q078S",0,0,0,0,0,4.46,4.57,0
"tRF-45-FZ93QO945NB2NZW7O6",0,0,0,0,0,4.46,0,0
"tRF-45-H5SYNX2VF0S7RNLJKP",0,0,0,0,0,4.46,4.57,0
"tRF-45-H6Z3NPPRBBZY7FERBL",0,0,0,0,0,4.46,9.13,0
"tRF-45-H6Z4NY2V7KYUHRH7MS",3.04,0,3.51,0,0,0,4.57,0
"tRF-45-H6ZK79KVPKYUH7PU4H",0,0,7.02,0,0,0,0,0
"tRF-45-H8P6URLBINRXURYRSI",0,0,0,0,0,4.46,0,0
"tRF-45-HB4E01179O08F4BDNZ",0,0,3.51,0,0,0,0,0
"tRF-45-HBF3UZXL5LDOV2QXBR",0,0,0,0,0,0,0,3.89
"tRF-45-HFEERZYQHQ9M739P8W",24.33,20.5,38.61,19.28,26.5,4.46,9.13,7.79
"tRF-45-HFO6FJN6D14PU3XOUZ",0,0,0,0,0,8.91,0,0
"tRF-45-HK9FM0DZ9EW6RERNLN",3.04,0,0,0,0,0,0,0
"tRF-45-HRL7S5QKF1R3WE8RO8",0,0,3.51,0,0,0,0,0
"tRF-45-I3Z9HMI8W47W1R7HFE",45.62,15.37,56.16,32.14,30.91,31.19,13.7,19.46
"tRF-45-I89NJ4S2I7L7P5QK11",3.04,5.12,3.51,0,8.83,0,0,0
"tRF-45-IK9NJ4S2I7L7P5QK11",0,0,0,0,4.42,0,0,0
"tRF-45-IO18NEZHYPZEP27K7Z",0,0,0,0,0,0,0,3.89
"tRF-45-IPD7VIZKXXI363U0EZ",3.04,5.12,0,12.85,8.83,8.91,4.57,0
"tRF-45-IPRVYJ9XEO7N987X1R",0,0,0,0,0,0,0,3.89
"tRF-45-IRJ9ZH0SR9593KMH26",0,5.12,0,0,0,0,0,0
"tRF-45-IWOMXF026ZEDKZIXK6",27.37,1245.36,45.63,899.85,1240.99,1399.24,1013.92,1008.16
"tRF-45-IYM91YIF54RNZFS7U6",0,0,0,0,0,4.46,0,0
"tRF-45-IZ6N4P64R9598LS7F6",0,30.75,0,25.71,13.25,22.28,13.7,19.46
"tRF-45-J0DPZOIPD7VIZKXXI3",9.12,0,3.51,0,0,0,0,0
"tRF-45-J8WPMN1E8Y7Z2R1HPS",0,0,0,0,0,0,4.57,0
"tRF-45-JD22PZ20K91O7VD5YE",3.04,0,0,0,0,0,0,7.79
"tRF-45-JE9UHY0DFKN5ORNQY1",3.04,5.12,0,12.85,13.25,0,9.13,0
"tRF-45-JIH6Z3NPPRBBZY7FER",0,0,0,0,0,0,4.57,0
"tRF-45-JMRPFQ5DWXH913M87S",0,0,3.51,0,0,0,0,0
"tRF-45-JMRPFQRDWXH913M87S",0,0,3.51,0,0,0,0,0
"tRF-45-JN5XR4NPNNBX1WZ4RZ",310.21,56.37,312.37,179.97,53,53.47,31.97,46.71
"tRF-45-JY7383RPD9W1X6L85J",0,0,3.51,0,0,0,0,0
"tRF-45-JYOYUE4BOPRN11WZY1",0,5.12,0,0,0,0,9.13,11.68
"tRF-45-JYXZX5Q4R9OMKM4WL6",0,0,3.51,0,0,0,0,0
"tRF-45-K34ZMKQ4R9OMK1QV26",0,5.12,0,0,0,0,0,0
"tRF-45-KDYFNP5EYONONU3IND",9.12,0,10.53,0,13.25,35.65,27.4,23.36
"tRF-45-KN7IZFLWRNLEKQ3SW1",3.04,0,0,0,0,0,0,0
"tRF-45-KNR3YRLV1NLE3VLIE1",3.04,0,0,0,0,0,0,0
"tRF-45-L47Z8L8NRS9NS334L2",45.62,15.37,94.76,44.99,13.25,22.28,22.84,23.36
"tRF-45-L7S5QKF1R38E8RO86J",18.25,0,35.1,0,0,0,9.13,0
"tRF-45-L7S5QKF1R3WE8RO86J",237.22,56.37,336.93,25.71,44.16,66.84,27.4,27.25
"tRF-45-L981PV6RRNLNK88KO1",3.04,0,0,0,0,0,0,0
"tRF-45-MJKLKSBE78YLKZKWE5",0,0,0,0,0,4.46,0,0
